subNum	 version	 completed	 trialNo	 targPresent	 targSide	 easySide	 RT	 response	 accuracy
18	 U	 1	 19	 0	 x	 R	 10.962	 r	 1
18	 U	 1	 20	 0	 x	 R	 16.862	 r	 1
18	 U	 1	 21	 1	 left	 R	 16.233	 r	 0
18	 U	 1	 22	 1	 right	 L	 13.883	 r	 0
18	 U	 1	 23	 1	 right	 R	 1.211	 l	 1
18	 U	 1	 24	 0	 x	 L	 17.302	 r	 1
18	 U	 1	 25	 0	 x	 L	 16.163	 r	 1
18	 U	 1	 26	 0	 x	 R	 18.242	 r	 1
18	 U	 1	 27	 1	 right	 R	 1.021	 l	 1
18	 U	 1	 28	 0	 x	 R	 14.132	 r	 1
18	 U	 1	 29	 1	 right	 R	 0.752	 l	 1
18	 U	 1	 30	 1	 right	 L	 5.352	 l	 1
18	 U	 1	 31	 0	 x	 L	 14.852	 r	 1
18	 U	 1	 32	 0	 x	 R	 15.843	 r	 1
18	 U	 1	 33	 0	 x	 L	 12.522	 r	 1
18	 U	 1	 34	 0	 x	 L	 12.922	 r	 1
18	 U	 1	 35	 1	 left	 L	 0.801	 l	 1
18	 U	 1	 36	 0	 x	 R	 0.761	 l	 0
18	 U	 1	 37	 0	 x	 R	 15.312	 r	 1
18	 U	 1	 38	 0	 x	 L	 12.452	 r	 1
18	 U	 1	 39	 0	 x	 R	 9.322	 r	 1
18	 U	 1	 40	 0	 x	 L	 12.082	 r	 1
18	 U	 1	 41	 0	 x	 L	 4.091	 l	 0
18	 U	 1	 42	 0	 x	 L	 14.633	 r	 1
18	 U	 1	 43	 1	 left	 R	 8.261	 l	 1
18	 U	 1	 44	 1	 right	 L	 15.282	 r	 0
18	 U	 1	 45	 0	 x	 R	 19.962	 r	 1
18	 U	 1	 46	 1	 right	 L	 11.562	 r	 0
18	 U	 1	 47	 1	 left	 R	 18.432	 r	 0
18	 U	 1	 48	 0	 x	 L	 16.353	 r	 1
18	 U	 1	 49	 1	 right	 L	 4.921	 l	 1
18	 U	 1	 50	 1	 right	 L	 14.232	 l	 1
18	 U	 1	 51	 1	 left	 L	 0.682	 l	 1
18	 U	 1	 52	 0	 x	 L	 22.873	 r	 1
18	 U	 1	 53	 1	 right	 L	 11.992	 r	 0
18	 U	 1	 54	 0	 x	 R	 12.342	 l	 0
18	 U	 1	 55	 1	 left	 R	 5.962	 l	 1
18	 U	 1	 56	 1	 right	 R	 0.821	 l	 1
18	 U	 1	 57	 1	 left	 R	 6.782	 l	 1
18	 U	 1	 58	 1	 left	 R	 10.882	 l	 1
18	 U	 1	 59	 0	 x	 L	 14.382	 r	 1
18	 U	 1	 60	 0	 x	 L	 13.282	 r	 1
18	 U	 1	 61	 0	 x	 L	 12.013	 r	 1
18	 U	 1	 62	 1	 left	 L	 1.041	 l	 1
18	 U	 1	 63	 1	 right	 R	 0.861	 l	 1
18	 U	 1	 64	 0	 x	 R	 17.072	 r	 1
18	 U	 1	 65	 1	 right	 R	 0.671	 l	 1
18	 U	 1	 66	 0	 x	 R	 11.272	 r	 1
18	 U	 1	 67	 0	 x	 R	 15.413	 r	 1
18	 U	 1	 68	 0	 x	 L	 15.433	 r	 1
18	 U	 1	 69	 0	 x	 L	 16.372	 r	 1
18	 U	 1	 70	 1	 left	 R	 13.112	 r	 0
18	 U	 1	 71	 1	 left	 R	 7.002	 l	 1
18	 U	 1	 72	 0	 x	 R	 11.942	 r	 1
18	 U	 1	 73	 0	 x	 R	 16.883	 r	 1
18	 U	 1	 74	 0	 x	 R	 14.902	 r	 1
18	 U	 1	 75	 0	 x	 L	 11.962	 r	 1
18	 U	 1	 76	 0	 x	 L	 14.862	 r	 1
18	 U	 1	 77	 1	 right	 R	 0.811	 l	 1
18	 U	 1	 78	 1	 left	 L	 0.541	 l	 1
18	 U	 1	 79	 0	 x	 L	 23.633	 r	 1
18	 U	 1	 80	 0	 x	 L	 15.702	 r	 1
18	 U	 1	 81	 1	 left	 L	 0.711	 l	 1
18	 U	 1	 82	 0	 x	 R	 13.703	 r	 1
18	 U	 1	 83	 1	 right	 R	 0.622	 l	 1
18	 U	 1	 84	 1	 left	 R	 13.672	 r	 0
18	 U	 1	 85	 0	 x	 L	 12.842	 r	 1
18	 U	 1	 86	 1	 right	 L	 10.902	 r	 0
18	 U	 1	 87	 0	 x	 R	 15.372	 r	 1
18	 U	 1	 88	 1	 left	 L	 0.541	 l	 1
18	 U	 1	 89	 1	 right	 R	 0.521	 l	 1
18	 U	 1	 90	 0	 x	 R	 13.382	 r	 1
18	 U	 1	 91	 1	 left	 R	 2.272	 l	 1
18	 U	 1	 92	 1	 left	 R	 12.352	 r	 0
18	 U	 1	 93	 1	 right	 R	 0.711	 l	 1
18	 U	 1	 94	 1	 right	 R	 0.491	 l	 1
18	 U	 1	 95	 0	 x	 L	 17.202	 r	 1
18	 U	 1	 96	 0	 x	 R	 16.692	 r	 1
19	 T	 1	 1	 0	 x	 L	 1.661	 r	 1
19	 T	 1	 2	 0	 x	 R	 1.971	 r	 1
19	 T	 1	 3	 1	 right	 R	 0.571	 l	 1
19	 T	 1	 4	 0	 x	 L	 2.621	 r	 1
19	 T	 1	 5	 0	 x	 R	 1.321	 r	 1
19	 T	 1	 6	 1	 left	 R	 2.662	 r	 0
19	 T	 1	 7	 1	 right	 L	 2.472	 l	 1
19	 T	 1	 8	 1	 left	 R	 2.591	 r	 0
19	 T	 1	 9	 0	 x	 R	 2.041	 r	 1
19	 T	 1	 10	 0	 x	 L	 2.431	 l	 0
19	 T	 1	 11	 0	 x	 R	 1.571	 r	 1
19	 T	 1	 12	 1	 right	 L	 1.812	 r	 0
19	 T	 1	 13	 0	 x	 R	 1.811	 r	 1
19	 T	 1	 14	 1	 right	 L	 1.771	 r	 0
19	 T	 1	 15	 1	 left	 L	 0.682	 r	 0
19	 T	 1	 16	 1	 left	 R	 1.842	 r	 0
19	 T	 1	 17	 1	 left	 L	 0.761	 l	 1
19	 T	 1	 18	 1	 left	 R	 1.952	 r	 0
19	 T	 1	 19	 1	 right	 R	 0.671	 l	 1
19	 T	 1	 20	 0	 x	 R	 2.141	 r	 1
19	 T	 1	 21	 0	 x	 R	 1.931	 r	 1
19	 T	 1	 22	 1	 right	 R	 0.902	 l	 1
19	 T	 1	 23	 0	 x	 L	 2.081	 r	 1
19	 T	 1	 24	 0	 x	 L	 2.071	 r	 1
19	 T	 1	 25	 0	 x	 L	 2.391	 r	 1
19	 T	 1	 26	 1	 left	 L	 0.541	 l	 1
19	 T	 1	 27	 1	 left	 R	 2.101	 r	 0
19	 T	 1	 28	 0	 x	 R	 2.431	 r	 1
19	 T	 1	 29	 0	 x	 L	 2.442	 l	 0
19	 T	 1	 30	 1	 left	 R	 2.821	 r	 0
19	 T	 1	 31	 0	 x	 R	 2.561	 r	 1
19	 T	 1	 32	 1	 left	 L	 0.791	 l	 1
19	 T	 1	 33	 1	 right	 R	 0.671	 l	 1
19	 T	 1	 34	 0	 x	 L	 2.401	 r	 1
19	 T	 1	 35	 0	 x	 L	 2.801	 r	 1
19	 T	 1	 36	 1	 right	 L	 1.182	 l	 1
19	 T	 1	 37	 1	 left	 R	 2.551	 r	 0
19	 T	 1	 38	 1	 left	 L	 0.681	 l	 1
19	 T	 1	 39	 0	 x	 L	 2.122	 r	 1
19	 T	 1	 40	 0	 x	 R	 2.342	 r	 1
19	 T	 1	 41	 1	 left	 L	 0.761	 l	 1
19	 T	 1	 42	 0	 x	 L	 2.381	 r	 1
19	 T	 1	 43	 1	 right	 L	 2.362	 r	 0
19	 T	 1	 44	 0	 x	 L	 2.111	 r	 1
19	 T	 1	 45	 1	 left	 L	 0.641	 l	 1
19	 T	 1	 46	 0	 x	 L	 1.591	 r	 1
19	 T	 1	 47	 0	 x	 L	 1.502	 r	 1
19	 T	 1	 48	 1	 right	 R	 0.781	 l	 1
19	 T	 1	 49	 0	 x	 R	 1.891	 r	 1
19	 T	 1	 50	 0	 x	 L	 2.091	 r	 1
19	 T	 1	 51	 0	 x	 L	 1.691	 r	 1
19	 T	 1	 52	 1	 right	 L	 1.391	 l	 1
19	 T	 1	 53	 1	 right	 R	 0.971	 l	 1
19	 T	 1	 54	 1	 right	 L	 2.492	 r	 0
19	 T	 1	 55	 1	 left	 R	 2.621	 r	 0
19	 T	 1	 56	 0	 x	 L	 3.121	 l	 0
19	 T	 1	 57	 1	 right	 R	 0.631	 l	 1
19	 T	 1	 58	 1	 right	 R	 0.571	 l	 1
19	 T	 1	 59	 0	 x	 L	 1.661	 r	 1
19	 T	 1	 60	 1	 left	 R	 2.071	 r	 0
19	 T	 1	 61	 0	 x	 R	 1.922	 r	 1
19	 T	 1	 62	 0	 x	 L	 1.761	 r	 1
19	 T	 1	 63	 1	 right	 L	 2.121	 l	 1
19	 T	 1	 64	 1	 right	 R	 0.672	 l	 1
19	 T	 1	 65	 0	 x	 R	 1.992	 r	 1
19	 T	 1	 66	 1	 right	 R	 0.511	 l	 1
19	 T	 1	 67	 0	 x	 L	 1.371	 r	 1
19	 T	 1	 68	 0	 x	 L	 1.442	 r	 1
19	 T	 1	 69	 1	 left	 L	 0.521	 l	 1
19	 T	 1	 70	 0	 x	 L	 1.781	 r	 1
19	 T	 1	 71	 0	 x	 R	 1.881	 r	 1
19	 T	 1	 72	 0	 x	 R	 1.541	 r	 1
19	 T	 1	 73	 1	 right	 L	 1.602	 r	 0
19	 T	 1	 74	 1	 left	 L	 0.621	 l	 1
19	 T	 1	 75	 0	 x	 L	 1.421	 r	 1
19	 T	 1	 76	 1	 left	 R	 1.911	 r	 0
19	 T	 1	 77	 1	 left	 L	 0.791	 l	 1
19	 T	 1	 78	 1	 left	 R	 2.011	 r	 0
19	 T	 1	 79	 1	 right	 L	 1.091	 l	 1
19	 T	 1	 80	 0	 x	 R	 2.402	 r	 1
19	 T	 1	 81	 0	 x	 R	 1.962	 r	 1
19	 T	 1	 82	 1	 right	 L	 0.581	 l	 1
19	 T	 1	 83	 1	 right	 R	 0.651	 l	 1
19	 T	 1	 84	 0	 x	 L	 1.492	 r	 1
19	 T	 1	 85	 0	 x	 R	 1.492	 r	 1
19	 T	 1	 86	 1	 left	 R	 1.891	 r	 0
19	 T	 1	 87	 0	 x	 R	 1.811	 r	 1
19	 T	 1	 88	 1	 right	 L	 1.882	 r	 0
19	 T	 1	 89	 0	 x	 R	 1.911	 l	 0
19	 T	 1	 90	 1	 left	 L	 0.621	 l	 1
19	 T	 1	 91	 1	 left	 L	 0.571	 l	 1
19	 T	 1	 92	 0	 x	 R	 0.822	 l	 0
19	 T	 1	 93	 0	 x	 R	 1.811	 r	 1
19	 T	 1	 94	 1	 right	 R	 0.721	 l	 1
19	 T	 1	 95	 0	 x	 R	 1.601	 r	 1
19	 T	 1	 96	 0	 x	 R	 1.452	 r	 1
19	 U	 2	 1	 0	 x	 R	 2.401	 r	 1
19	 U	 2	 2	 0	 x	 R	 2.771	 r	 1
19	 U	 2	 3	 0	 x	 R	 2.632	 r	 1
19	 U	 2	 4	 1	 left	 R	 2.191	 r	 0
19	 U	 2	 5	 1	 right	 L	 0.741	 l	 1
19	 U	 2	 6	 0	 x	 L	 2.022	 l	 0
19	 U	 2	 7	 0	 x	 L	 2.571	 r	 1
19	 U	 2	 8	 1	 left	 R	 2.231	 r	 0
19	 U	 2	 9	 0	 x	 L	 2.802	 r	 1
19	 U	 2	 10	 0	 x	 L	 2.781	 l	 0
19	 U	 2	 11	 1	 left	 R	 2.152	 r	 0
19	 U	 2	 12	 0	 x	 L	 2.012	 r	 1
19	 U	 2	 13	 1	 right	 R	 0.531	 l	 1
19	 U	 2	 14	 1	 left	 R	 1.831	 r	 0
19	 U	 2	 15	 1	 right	 R	 0.552	 l	 1
19	 U	 2	 16	 1	 left	 R	 2.541	 r	 0
19	 U	 2	 17	 0	 x	 L	 3.252	 r	 1
19	 U	 2	 18	 0	 x	 R	 2.661	 r	 1
19	 U	 2	 19	 1	 right	 R	 0.551	 l	 1
19	 U	 2	 20	 1	 right	 L	 2.391	 r	 0
19	 U	 2	 21	 0	 x	 R	 3.031	 l	 0
19	 U	 2	 22	 0	 x	 L	 2.721	 r	 1
19	 U	 2	 23	 0	 x	 L	 2.962	 r	 1
19	 U	 2	 24	 1	 left	 R	 2.791	 r	 0
19	 U	 2	 25	 1	 left	 R	 2.642	 r	 0
19	 U	 2	 26	 0	 x	 R	 2.611	 r	 1
19	 U	 2	 27	 0	 x	 R	 1.831	 l	 0
19	 U	 2	 28	 1	 right	 R	 0.682	 l	 1
19	 U	 2	 29	 1	 left	 L	 0.631	 l	 1
19	 U	 2	 30	 1	 left	 R	 2.621	 r	 0
19	 U	 2	 31	 1	 left	 L	 0.541	 l	 1
19	 U	 2	 32	 1	 left	 L	 0.522	 l	 1
19	 U	 2	 33	 0	 x	 L	 3.181	 r	 1
19	 U	 2	 34	 1	 right	 L	 3.032	 r	 0
19	 U	 2	 35	 0	 x	 R	 3.031	 r	 1
19	 U	 2	 36	 0	 x	 R	 2.951	 l	 0
19	 U	 2	 37	 1	 left	 L	 0.592	 l	 1
19	 U	 2	 38	 1	 left	 L	 0.531	 l	 1
19	 U	 2	 39	 1	 right	 L	 2.811	 r	 0
19	 U	 2	 40	 0	 x	 R	 2.272	 r	 1
19	 U	 2	 41	 0	 x	 R	 2.872	 r	 1
19	 U	 2	 42	 0	 x	 L	 2.622	 r	 1
19	 U	 2	 43	 1	 left	 R	 2.532	 r	 0
19	 U	 2	 44	 0	 x	 R	 1.691	 r	 1
19	 U	 2	 45	 0	 x	 R	 1.971	 r	 1
19	 U	 2	 46	 1	 right	 L	 2.622	 r	 0
19	 U	 2	 47	 1	 right	 L	 0.721	 l	 1
19	 U	 2	 48	 1	 right	 L	 2.171	 r	 0
19	 U	 2	 49	 0	 x	 R	 2.992	 r	 1
19	 U	 2	 50	 1	 left	 L	 0.511	 l	 1
19	 U	 2	 51	 1	 right	 L	 2.811	 r	 0
19	 U	 2	 52	 1	 right	 R	 0.612	 l	 1
19	 U	 2	 53	 1	 left	 L	 0.561	 l	 1
19	 U	 2	 54	 0	 x	 L	 2.091	 r	 1
19	 U	 2	 55	 0	 x	 R	 1.741	 r	 1
19	 U	 2	 56	 1	 left	 L	 0.522	 l	 1
19	 U	 2	 57	 0	 x	 R	 1.591	 r	 1
19	 U	 2	 58	 0	 x	 L	 2.751	 r	 1
19	 U	 2	 59	 1	 right	 R	 0.612	 l	 1
19	 U	 2	 60	 0	 x	 L	 2.371	 r	 1
19	 U	 2	 61	 0	 x	 R	 2.491	 r	 1
19	 U	 2	 62	 1	 left	 R	 2.512	 r	 0
19	 U	 2	 63	 1	 right	 R	 0.511	 l	 1
19	 U	 2	 64	 0	 x	 L	 2.491	 l	 0
19	 U	 2	 65	 0	 x	 R	 3.171	 l	 0
19	 U	 2	 66	 0	 x	 R	 1.881	 r	 1
19	 U	 2	 67	 1	 right	 L	 1.361	 l	 1
19	 U	 2	 68	 1	 left	 R	 1.872	 r	 0
19	 U	 2	 69	 0	 x	 R	 1.892	 r	 1
19	 U	 2	 70	 1	 right	 L	 2.551	 r	 0
19	 U	 2	 71	 1	 left	 L	 0.601	 l	 1
19	 U	 2	 72	 0	 x	 L	 2.132	 r	 1
19	 U	 2	 73	 0	 x	 L	 1.961	 r	 1
19	 U	 2	 74	 1	 right	 R	 0.521	 l	 1
19	 U	 2	 75	 1	 right	 R	 0.731	 l	 1
19	 U	 2	 76	 1	 left	 L	 0.671	 l	 1
19	 U	 2	 77	 0	 x	 R	 1.172	 l	 0
19	 U	 2	 78	 1	 right	 R	 0.591	 l	 1
19	 U	 2	 79	 0	 x	 L	 1.851	 r	 1
19	 U	 2	 80	 1	 left	 L	 0.501	 l	 1
19	 U	 2	 81	 0	 x	 R	 1.832	 r	 1
19	 U	 2	 82	 0	 x	 R	 1.671	 r	 1
19	 U	 2	 83	 1	 right	 L	 2.191	 r	 0
19	 U	 2	 84	 0	 x	 L	 2.722	 r	 1
19	 U	 2	 85	 0	 x	 L	 2.221	 r	 1
19	 U	 2	 86	 1	 left	 R	 2.511	 r	 0
19	 U	 2	 87	 1	 right	 R	 0.522	 l	 1
19	 U	 2	 88	 0	 x	 L	 2.641	 r	 1
19	 U	 2	 89	 0	 x	 L	 2.151	 r	 1
19	 U	 2	 90	 0	 x	 L	 2.001	 r	 1
19	 U	 2	 91	 1	 right	 R	 0.762	 l	 1
19	 U	 2	 92	 0	 x	 L	 2.191	 r	 1
19	 U	 2	 93	 1	 right	 L	 0.751	 l	 1
19	 U	 2	 94	 1	 left	 L	 0.532	 l	 1
19	 U	 2	 95	 0	 x	 L	 2.412	 r	 1
19	 U	 2	 96	 0	 x	 R	 2.401	 r	 1
21	 T	 1	 1	 1	 right	 L	 3.671	 r	 0
21	 T	 1	 2	 0	 x	 R	 2.561	 l	 0
21	 T	 1	 3	 0	 x	 L	 3.301	 l	 0
21	 T	 1	 4	 1	 left	 L	 1.472	 l	 1
21	 T	 1	 5	 0	 x	 R	 2.781	 r	 1
21	 T	 1	 6	 1	 right	 L	 3.382	 l	 1
21	 T	 1	 7	 1	 left	 L	 0.942	 l	 1
21	 T	 1	 8	 0	 x	 L	 2.541	 r	 1
21	 T	 1	 9	 1	 right	 R	 2.752	 l	 1
21	 T	 1	 10	 0	 x	 R	 2.721	 r	 1
21	 T	 1	 11	 1	 left	 R	 2.882	 l	 1
21	 T	 1	 12	 1	 left	 L	 1.751	 l	 1
21	 T	 1	 13	 1	 right	 L	 2.511	 r	 0
21	 T	 1	 14	 0	 x	 L	 3.101	 l	 0
21	 T	 1	 15	 0	 x	 L	 2.681	 r	 1
21	 T	 1	 16	 1	 left	 L	 0.961	 l	 1
21	 T	 1	 17	 1	 right	 R	 1.232	 l	 1
21	 T	 1	 18	 0	 x	 L	 3.301	 r	 1
21	 T	 1	 19	 0	 x	 R	 2.761	 l	 0
21	 T	 1	 20	 0	 x	 R	 2.922	 r	 1
21	 T	 1	 21	 1	 left	 R	 1.041	 l	 1
21	 T	 1	 22	 0	 x	 L	 4.062	 r	 1
21	 T	 1	 23	 0	 x	 R	 3.091	 r	 1
21	 T	 1	 24	 1	 right	 R	 0.811	 l	 1
21	 T	 1	 25	 0	 x	 L	 3.761	 r	 1
21	 T	 1	 26	 0	 x	 R	 3.711	 r	 1
21	 T	 1	 27	 0	 x	 L	 3.071	 r	 1
21	 T	 1	 28	 1	 right	 L	 2.762	 r	 0
21	 T	 1	 29	 0	 x	 L	 4.841	 r	 1
21	 T	 1	 30	 0	 x	 L	 4.462	 r	 1
21	 T	 1	 31	 1	 right	 L	 2.691	 l	 1
21	 T	 1	 32	 0	 x	 L	 3.292	 l	 0
21	 T	 1	 33	 0	 x	 R	 3.032	 r	 1
21	 T	 1	 34	 0	 x	 L	 2.761	 r	 1
21	 T	 1	 35	 0	 x	 L	 3.732	 r	 1
21	 T	 1	 36	 0	 x	 L	 2.901	 r	 1
21	 T	 1	 37	 1	 right	 L	 4.182	 r	 0
21	 T	 1	 38	 0	 x	 L	 3.621	 r	 1
21	 T	 1	 39	 1	 right	 R	 1.511	 l	 1
21	 T	 1	 40	 0	 x	 L	 3.481	 l	 0
21	 T	 1	 41	 0	 x	 L	 2.851	 r	 1
21	 T	 1	 42	 0	 x	 R	 2.822	 r	 1
21	 T	 1	 43	 1	 left	 R	 1.331	 l	 1
21	 T	 1	 44	 0	 x	 R	 2.982	 r	 1
21	 T	 1	 45	 0	 x	 R	 3.601	 r	 1
21	 T	 1	 46	 1	 right	 L	 3.691	 r	 0
21	 T	 1	 47	 1	 left	 L	 0.942	 l	 1
21	 T	 1	 48	 1	 left	 R	 3.201	 l	 1
21	 T	 1	 49	 1	 left	 R	 2.801	 l	 1
21	 T	 1	 50	 1	 right	 L	 3.551	 r	 0
21	 T	 1	 51	 1	 left	 R	 1.731	 l	 1
21	 T	 1	 52	 0	 x	 L	 3.202	 r	 1
21	 T	 1	 53	 1	 left	 R	 2.601	 l	 1
21	 T	 1	 54	 0	 x	 R	 2.692	 l	 0
21	 T	 1	 55	 1	 left	 L	 0.831	 l	 1
21	 T	 1	 56	 1	 right	 R	 0.771	 l	 1
21	 T	 1	 57	 1	 left	 L	 0.781	 l	 1
21	 T	 1	 58	 1	 right	 R	 1.242	 l	 1
21	 T	 1	 59	 0	 x	 L	 3.121	 r	 1
21	 T	 1	 60	 1	 right	 R	 0.751	 l	 1
21	 T	 1	 61	 1	 right	 R	 0.611	 l	 1
21	 T	 1	 62	 0	 x	 L	 2.682	 l	 0
21	 T	 1	 63	 0	 x	 R	 3.621	 r	 1
21	 T	 1	 64	 0	 x	 L	 2.782	 l	 0
21	 T	 1	 65	 1	 left	 R	 3.321	 r	 0
21	 T	 1	 66	 1	 right	 R	 0.581	 l	 1
21	 T	 1	 67	 0	 x	 L	 3.552	 r	 1
21	 T	 1	 68	 1	 right	 R	 0.651	 l	 1
21	 T	 1	 69	 0	 x	 R	 3.321	 r	 1
21	 T	 1	 70	 0	 x	 R	 3.501	 r	 1
21	 T	 1	 71	 1	 right	 L	 2.811	 r	 0
21	 T	 1	 72	 0	 x	 R	 3.402	 r	 1
21	 T	 1	 73	 0	 x	 R	 4.361	 r	 1
21	 T	 1	 74	 1	 right	 R	 0.761	 l	 1
21	 T	 1	 75	 0	 x	 R	 3.702	 l	 0
21	 T	 1	 76	 1	 left	 L	 0.901	 l	 1
21	 T	 1	 77	 1	 left	 L	 0.621	 l	 1
21	 T	 1	 78	 1	 right	 R	 0.621	 l	 1
21	 T	 1	 79	 0	 x	 R	 2.902	 r	 1
21	 T	 1	 80	 0	 x	 R	 2.851	 r	 1
21	 T	 1	 81	 1	 left	 R	 3.002	 r	 0
21	 T	 1	 82	 1	 left	 R	 3.121	 r	 0
21	 T	 1	 83	 1	 left	 R	 1.231	 l	 1
21	 T	 1	 84	 0	 x	 R	 4.102	 l	 0
21	 T	 1	 85	 0	 x	 R	 2.861	 r	 1
21	 T	 1	 86	 1	 right	 L	 3.701	 r	 0
21	 T	 1	 87	 1	 right	 L	 3.112	 r	 0
21	 T	 1	 88	 0	 x	 L	 2.931	 r	 1
21	 T	 1	 89	 1	 right	 L	 1.381	 l	 1
21	 T	 1	 90	 1	 left	 L	 0.902	 l	 1
21	 T	 1	 91	 0	 x	 R	 3.892	 r	 1
21	 T	 1	 92	 0	 x	 R	 2.861	 r	 1
21	 T	 1	 93	 1	 left	 R	 3.422	 l	 1
21	 T	 1	 94	 1	 left	 L	 1.131	 l	 1
21	 T	 1	 95	 1	 left	 L	 1.101	 l	 1
21	 T	 1	 96	 0	 x	 L	 3.512	 r	 1
21	 U	 2	 1	 0	 x	 L	 4.141	 r	 1
21	 U	 2	 2	 1	 left	 L	 2.012	 l	 1
21	 U	 2	 3	 0	 x	 L	 4.571	 r	 1
21	 U	 2	 4	 1	 right	 L	 1.452	 l	 1
21	 U	 2	 5	 1	 right	 L	 4.292	 r	 0
21	 U	 2	 6	 1	 left	 R	 8.552	 r	 0
21	 U	 2	 7	 0	 x	 R	 8.782	 r	 1
21	 U	 2	 8	 1	 left	 R	 3.051	 l	 1
21	 U	 2	 9	 1	 right	 R	 1.371	 l	 1
21	 U	 2	 10	 1	 right	 R	 1.322	 l	 1
21	 U	 2	 11	 1	 right	 R	 0.711	 x	 1
21	 U	 2	 12	 1	 left	 L	 2.051	 l	 1
21	 U	 2	 13	 0	 x	 L	 7.562	 r	 1
21	 U	 2	 14	 1	 left	 R	 4.752	 l	 1
21	 U	 2	 15	 0	 x	 L	 14.403	 r	 1
21	 U	 2	 16	 1	 left	 L	 0.821	 l	 1
21	 U	 2	 17	 0	 x	 R	 15.382	 r	 1
21	 U	 2	 18	 1	 left	 R	 10.072	 r	 0
21	 U	 2	 19	 0	 x	 L	 20.333	 r	 1
21	 U	 2	 20	 1	 right	 L	 1.541	 l	 1
21	 U	 2	 21	 0	 x	 L	 11.622	 r	 1
21	 U	 2	 22	 1	 right	 L	 1.571	 l	 1
21	 U	 2	 23	 1	 right	 R	 1.071	 l	 1
21	 U	 2	 24	 0	 x	 R	 17.833	 r	 1
21	 U	 2	 25	 0	 x	 R	 5.861	 r	 1
21	 U	 2	 26	 0	 x	 L	 10.302	 r	 1
21	 U	 2	 27	 0	 x	 R	 11.232	 r	 1
21	 U	 2	 28	 1	 right	 R	 1.101	 l	 1
21	 U	 2	 29	 0	 x	 L	 14.732	 r	 1
21	 U	 2	 30	 1	 right	 L	 1.412	 l	 1
21	 U	 2	 31	 1	 right	 L	 2.091	 l	 1
21	 U	 2	 32	 1	 left	 L	 1.051	 l	 1
21	 U	 2	 33	 1	 right	 R	 1.182	 l	 1
21	 U	 2	 34	 1	 left	 L	 0.661	 l	 1
21	 U	 2	 35	 0	 x	 L	 6.711	 r	 1
21	 U	 2	 36	 0	 x	 R	 11.323	 r	 1
21	 U	 2	 37	 0	 x	 R	 9.902	 r	 1
21	 U	 2	 38	 0	 x	 R	 10.672	 r	 1
21	 U	 2	 39	 1	 left	 L	 0.781	 l	 1
21	 U	 2	 40	 1	 left	 R	 3.472	 l	 1
21	 U	 2	 41	 1	 left	 R	 2.901	 l	 1
21	 U	 2	 42	 1	 right	 R	 0.762	 l	 1
21	 U	 2	 43	 0	 x	 L	 8.932	 r	 1
21	 U	 2	 44	 1	 left	 L	 0.771	 l	 1
21	 U	 2	 45	 0	 x	 R	 6.662	 r	 1
21	 U	 2	 46	 1	 right	 R	 0.641	 l	 1
21	 U	 2	 47	 0	 x	 L	 8.682	 r	 1
21	 U	 2	 48	 0	 x	 L	 9.171	 r	 1
21	 U	 2	 49	 0	 x	 L	 13.083	 r	 1
21	 U	 2	 50	 0	 x	 R	 13.022	 r	 1
21	 U	 2	 51	 0	 x	 L	 8.482	 r	 1
21	 U	 2	 52	 1	 right	 L	 1.372	 l	 1
21	 U	 2	 53	 1	 left	 L	 0.891	 l	 1
21	 U	 2	 54	 0	 x	 R	 8.111	 r	 1
21	 U	 2	 55	 0	 x	 R	 7.401	 r	 1
21	 U	 2	 56	 1	 right	 L	 1.742	 l	 1
21	 U	 2	 57	 0	 x	 L	 5.552	 r	 1
21	 U	 2	 58	 1	 left	 R	 1.291	 l	 1
21	 U	 2	 59	 0	 x	 R	 4.852	 r	 1
21	 U	 2	 60	 1	 right	 L	 1.111	 l	 1
21	 U	 2	 61	 1	 left	 R	 1.671	 l	 1
21	 U	 2	 62	 1	 right	 L	 1.242	 l	 1
21	 U	 2	 63	 0	 x	 L	 7.122	 r	 1
21	 U	 2	 64	 1	 right	 R	 0.671	 l	 1
21	 U	 2	 65	 1	 right	 R	 1.142	 l	 1
21	 U	 2	 66	 0	 x	 L	 5.951	 r	 1
21	 U	 2	 67	 0	 x	 R	 4.302	 r	 1
21	 U	 2	 68	 1	 right	 L	 0.671	 l	 1
21	 U	 2	 69	 0	 x	 L	 5.642	 r	 1
21	 U	 2	 70	 1	 right	 R	 1.061	 l	 1
21	 U	 2	 71	 0	 x	 L	 4.881	 r	 1
21	 U	 2	 72	 1	 left	 R	 1.771	 l	 1
21	 U	 2	 73	 0	 x	 R	 6.042	 r	 1
21	 U	 2	 74	 0	 x	 R	 5.601	 r	 1
21	 U	 2	 75	 0	 x	 R	 14.073	 l	 0
21	 U	 2	 76	 1	 left	 L	 1.261	 l	 1
21	 U	 2	 77	 0	 x	 L	 5.712	 r	 1
21	 U	 2	 78	 0	 x	 L	 7.212	 r	 1
21	 U	 2	 79	 1	 left	 R	 4.612	 l	 1
21	 U	 2	 80	 1	 left	 L	 0.881	 l	 1
21	 U	 2	 81	 0	 x	 L	 6.272	 r	 1
21	 U	 2	 82	 1	 left	 R	 2.721	 l	 1
21	 U	 2	 83	 0	 x	 R	 5.241	 r	 1
21	 U	 2	 84	 1	 right	 L	 2.112	 l	 1
