observer,cd,targ_side,bk,t,rt,acc
r21,reward,heterogeneous,block 1,92,2.713,0
r21,reward,absent,block 1,93,3.346,1
r21,reward,heterogeneous,block 1,94,2.33,0
r21,reward,absent,block 1,95,3.362,1
r21,reward,homogeneous,block 1,96,1.013,1
r23,reward,heterogeneous,block 1,1,2.022,0
r23,reward,absent,block 1,2,4.702,1
r23,reward,absent,block 1,3,2.393,1
r23,reward,heterogeneous,block 1,4,1.87,0
r23,reward,homogeneous,block 1,5,1.032,1
r23,reward,heterogeneous,block 1,6,2.99,1
r23,reward,absent,block 1,7,2.717,1
r23,reward,homogeneous,block 1,8,0.83,1
r23,reward,absent,block 1,9,1.511,1
r23,reward,homogeneous,block 1,10,0.86,1
r23,reward,absent,block 1,11,1.209,1
r23,reward,heterogeneous,block 1,12,2.455,0
r23,reward,heterogeneous,block 1,13,1.822,1
r23,reward,homogeneous,block 1,14,0.781,1
r23,reward,absent,block 1,15,1.409,1
r23,reward,absent,block 1,16,2.171,1
r23,reward,homogeneous,block 1,17,0.882,1
r23,reward,absent,block 1,18,0.997,1
r23,reward,homogeneous,block 1,19,0.706,1
r23,reward,heterogeneous,block 1,20,0.911,0
r23,reward,absent,block 1,21,1.887,1
r23,reward,heterogeneous,block 1,22,2.392,1
r23,reward,homogeneous,block 1,23,0.802,1
r23,reward,heterogeneous,block 1,24,2,1
r23,reward,absent,block 1,25,3.253,1
r23,reward,absent,block 1,26,1.645,1
r23,reward,heterogeneous,block 1,27,2.222,0
r23,reward,absent,block 1,28,4.07,0
r23,reward,homogeneous,block 1,29,0.903,1
r23,reward,absent,block 1,30,3.694,0
r23,reward,absent,block 1,31,3.011,1
r23,reward,heterogeneous,block 1,32,5.161,0
r23,reward,homogeneous,block 1,33,0.959,1
r23,reward,heterogeneous,block 1,34,2.905,0
r23,reward,absent,block 1,35,2.05,1
r23,reward,heterogeneous,block 1,36,2.271,0
r23,reward,homogeneous,block 1,37,1.032,1
r23,reward,homogeneous,block 1,38,0.711,1
r23,reward,absent,block 1,39,1.662,1
r23,reward,heterogeneous,block 1,40,3.142,0
r23,reward,absent,block 1,41,6.889,0
r23,reward,homogeneous,block 1,42,0.96,1
r23,reward,absent,block 1,43,2.307,1
r23,reward,heterogeneous,block 1,44,5.27,0
r23,reward,heterogeneous,block 1,45,4.224,1
r23,reward,homogeneous,block 1,46,0.802,1
r23,reward,absent,block 1,47,4.43,0
r23,reward,homogeneous,block 1,48,0.71,1
r23,reward,absent,block 1,49,1.799,0
r23,reward,heterogeneous,block 1,50,3.652,0
r23,reward,absent,block 1,51,3.901,0
r23,reward,absent,block 1,52,4.41,1
r23,reward,homogeneous,block 1,53,0.79,1
r23,reward,absent,block 1,54,3.839,1
r23,reward,absent,block 1,55,2.7,1
r23,reward,heterogeneous,block 1,56,2.432,0
r23,reward,homogeneous,block 1,57,0.673,1
r23,reward,homogeneous,block 1,58,0.681,1
r23,reward,absent,block 1,59,1.466,1
r23,reward,absent,block 1,60,1.363,1
r23,reward,homogeneous,block 1,61,0.869,1
r23,reward,absent,block 1,62,4.129,1
r23,reward,homogeneous,block 1,63,0.791,1
r23,reward,absent,block 1,64,1.782,1
r23,reward,homogeneous,block 1,65,0.762,1
r23,reward,absent,block 1,66,1.096,1
r23,reward,homogeneous,block 1,67,0.762,1
r23,reward,absent,block 1,68,1.223,1
r23,reward,absent,block 1,69,1.163,1
r23,reward,heterogeneous,block 1,70,3.531,1
r23,reward,absent,block 1,71,5.361,1
r23,reward,homogeneous,block 1,72,0.723,1
r23,reward,absent,block 1,73,4.524,1
r23,reward,homogeneous,block 1,74,0.855,1
r23,reward,absent,block 1,75,2.92,1
r23,reward,absent,block 1,76,2.08,1
r23,reward,absent,block 1,77,2.62,1
r23,reward,absent,block 1,78,3.024,1
r23,reward,homogeneous,block 1,79,0.671,1
r23,reward,heterogeneous,block 1,80,2.2,0
r23,reward,heterogeneous,block 1,81,5.543,1
r23,reward,absent,block 1,82,1.419,0
r23,reward,absent,block 1,83,3.435,0
r23,reward,absent,block 1,84,3.333,1
r23,reward,heterogeneous,block 1,85,3.059,0
r23,reward,absent,block 1,86,2.262,0
r23,reward,absent,block 1,87,1.301,1
r23,reward,heterogeneous,block 1,88,2.822,0
r23,reward,absent,block 1,89,1.048,0
r23,reward,absent,block 1,90,3.307,1
r23,reward,absent,block 1,91,3.681,1
r23,reward,absent,block 1,92,2.503,1
r23,reward,heterogeneous,block 1,93,3.751,0
r23,reward,heterogeneous,block 1,94,2.813,0
r23,reward,absent,block 1,95,4.608,1
r23,reward,absent,block 1,96,2.478,1
r24,flat,homogeneous,block 1,1,10.126,0
r24,flat,absent,block 1,2,27.491,1
r24,flat,homogeneous,block 1,3,3.976,1
r24,flat,absent,block 1,4,13.665,1
r24,flat,heterogeneous,block 1,5,7.27,0
r24,flat,absent,block 1,6,8.222,1
r24,flat,heterogeneous,block 1,7,7.861,1
r24,flat,absent,block 1,8,6.004,1
r24,flat,absent,block 1,9,8.961,1
r24,flat,homogeneous,block 1,10,3.444,1
r24,flat,absent,block 1,11,6.643,1
r24,flat,heterogeneous,block 1,12,7.409,1
r24,flat,heterogeneous,block 1,13,7.513,0
r24,flat,absent,block 1,14,9.14,1
r24,flat,homogeneous,block 1,15,2.351,1
r24,flat,absent,block 1,17,4.893,1
r24,flat,homogeneous,block 1,18,1.35,1
r24,flat,heterogeneous,block 1,19,4.332,0
r24,flat,heterogeneous,block 1,20,3.121,0
r24,flat,homogeneous,block 1,21,1.407,1
r24,flat,absent,block 1,22,2.593,0
r24,flat,absent,block 1,23,2.531,1
r24,flat,absent,block 1,24,6.612,0
r24,flat,absent,block 1,25,2.034,1
r24,flat,heterogeneous,block 1,26,3.144,0
r24,flat,heterogeneous,block 1,27,11.796,1
r24,flat,absent,block 1,28,9.286,0
r24,flat,homogeneous,block 1,29,1.456,1
r24,flat,absent,block 1,30,7.13,1
r24,flat,absent,block 1,31,9.705,0
r24,flat,absent,block 1,32,4.942,1
r24,flat,heterogeneous,block 1,33,11.875,0
r24,flat,heterogeneous,block 1,34,5.426,0
r24,flat,homogeneous,block 1,35,1.872,1
r24,flat,absent,block 1,36,1.524,1
r24,flat,homogeneous,block 1,37,1.078,1
r24,flat,absent,block 1,38,2.18,1
r24,flat,absent,block 1,39,9.29,0
r24,flat,absent,block 1,40,2.053,1
r24,flat,absent,block 1,41,5.38,1
r24,flat,absent,block 1,42,3.647,1
r24,flat,heterogeneous,block 1,43,2.892,0
r24,flat,absent,block 1,44,14.016,1
r24,flat,absent,block 1,45,11.826,1
r24,flat,heterogeneous,block 1,46,19.415,0
r24,flat,heterogeneous,block 1,48,31.629,0
r24,flat,absent,block 1,49,24.697,1
r24,flat,absent,block 1,50,31.29,1
r24,flat,homogeneous,block 1,51,1.868,1
r24,flat,heterogeneous,block 1,52,4.141,0
r24,flat,heterogeneous,block 1,53,1.724,1
r24,flat,absent,block 1,54,1.181,0
r24,flat,heterogeneous,block 1,55,1.426,0
r24,flat,absent,block 1,56,1.617,0
r24,flat,absent,block 1,57,2.061,1
r24,flat,heterogeneous,block 1,58,10.819,0
r24,flat,heterogeneous,block 1,59,16.702,0
r24,flat,absent,block 1,60,5.546,1
r24,flat,absent,block 1,61,6.591,1
r24,flat,homogeneous,block 1,62,3.304,1
r24,flat,absent,block 1,63,11.83,1
r24,flat,absent,block 1,64,11.386,1
r24,flat,homogeneous,block 1,65,1.224,1
r24,flat,absent,block 1,66,19.435,0
r24,flat,absent,block 1,67,18.847,1
r24,flat,heterogeneous,block 1,68,14.078,0
r24,flat,homogeneous,block 1,69,2.703,1
r24,flat,absent,block 1,70,4.686,1
r24,flat,absent,block 1,71,0.575,1
r24,flat,absent,block 1,72,1.6,1
r24,flat,homogeneous,block 1,73,1.139,1
r24,flat,homogeneous,block 1,74,0.969,1
r24,flat,absent,block 1,75,1.259,1
r24,flat,homogeneous,block 1,76,1.203,1
r24,flat,absent,block 1,77,1.112,1
r24,flat,homogeneous,block 1,78,2.305,1
r24,flat,homogeneous,block 1,79,1.197,1
r24,flat,heterogeneous,block 1,80,1.663,0
r24,flat,homogeneous,block 1,81,1.05,1
r24,flat,absent,block 1,82,1.106,1
r24,flat,homogeneous,block 1,83,0.835,1
r24,flat,homogeneous,block 1,84,0.951,1
r24,flat,heterogeneous,block 1,85,1.355,0
r24,flat,absent,block 1,86,2.012,1
r24,flat,absent,block 1,87,1.017,1
r24,flat,absent,block 1,88,1.787,1
r24,flat,heterogeneous,block 1,89,0.823,0
r24,flat,absent,block 1,90,1.224,1
r24,flat,heterogeneous,block 1,91,0.977,0
r24,flat,absent,block 1,92,1.607,1
r24,flat,homogeneous,block 1,93,0.893,1
r24,flat,heterogeneous,block 1,94,0.813,0
r24,flat,absent,block 1,95,0.968,1
r24,flat,absent,block 1,96,0.962,1
r25,reward,absent,block 1,1,1.705,1
r25,reward,absent,block 1,2,1.341,0
r25,reward,homogeneous,block 1,3,1.179,1
r25,reward,homogeneous,block 1,4,1.025,1
r25,reward,heterogeneous,block 1,5,1.799,0
r25,reward,homogeneous,block 1,6,1.179,1
r25,reward,heterogeneous,block 1,7,1.381,1
r25,reward,absent,block 1,8,1.87,1
r25,reward,absent,block 1,9,1.503,1
r25,reward,homogeneous,block 1,10,1.066,1
r25,reward,absent,block 1,11,1.74,1
r25,reward,heterogeneous,block 1,12,1.384,0
r25,reward,absent,block 1,13,1.544,1
r25,reward,absent,block 1,14,1.627,1
r25,reward,homogeneous,block 1,15,0.766,1
r25,reward,heterogeneous,block 1,16,1.882,0
r25,reward,absent,block 1,17,1.616,1
r25,reward,absent,block 1,18,1.5,1
r25,reward,absent,block 1,19,1.311,1
r25,reward,absent,block 1,20,1.5,0
r25,reward,heterogeneous,block 1,21,1.887,0
r25,reward,heterogeneous,block 1,22,3.241,0
r25,reward,absent,block 1,23,3.362,1
r25,reward,absent,block 1,24,1.677,1
r25,reward,homogeneous,block 1,25,0.968,1
r25,reward,absent,block 1,26,1.659,1
r25,reward,homogeneous,block 1,27,0.807,1
r25,reward,absent,block 1,28,1.679,1
r25,reward,absent,block 1,29,0.798,1
r25,reward,absent,block 1,30,1.263,1
r25,reward,absent,block 1,31,3.709,1
r25,reward,absent,block 1,32,1.418,0
r25,reward,heterogeneous,block 1,33,2.673,0
r25,reward,homogeneous,block 1,34,0.862,1
r25,reward,heterogeneous,block 1,35,1.371,0
r25,reward,homogeneous,block 1,36,0.701,1
r25,reward,heterogeneous,block 1,37,2.276,0
r25,reward,homogeneous,block 1,38,0.738,1
r25,reward,absent,block 1,39,2.131,1
r25,reward,heterogeneous,block 1,40,1.586,1
r25,reward,heterogeneous,block 1,41,1.812,0
r25,reward,absent,block 1,42,1.598,1
r25,reward,absent,block 1,43,1.232,1
r25,reward,absent,block 1,44,1.648,1
r25,reward,absent,block 1,45,1.923,1
r25,reward,heterogeneous,block 1,46,1.291,0
r25,reward,absent,block 1,47,2.439,1
r25,reward,homogeneous,block 1,48,0.832,1
r25,reward,homogeneous,block 1,49,0.64,1
r25,reward,homogeneous,block 1,50,0.704,1
r25,reward,absent,block 1,51,1.439,1
r25,reward,homogeneous,block 1,52,0.789,1
r25,reward,homogeneous,block 1,53,0.693,1
r25,reward,absent,block 1,54,1.943,1
r25,reward,absent,block 1,55,1.219,0
r25,reward,absent,block 1,56,1.592,1
r25,reward,heterogeneous,block 1,57,1.682,0
r25,reward,absent,block 1,58,1.489,1
r25,reward,absent,block 1,59,1.373,1
r25,reward,absent,block 1,60,1.893,1
r25,reward,absent,block 1,61,1.881,1
r25,reward,heterogeneous,block 1,62,1.426,0
r25,reward,absent,block 1,63,2.971,1
r25,reward,absent,block 1,64,2.353,1
r25,reward,homogeneous,block 1,65,0.617,1
r25,reward,absent,block 1,66,1.58,1
r25,reward,homogeneous,block 1,67,1.059,1
r25,reward,heterogeneous,block 1,68,1.33,0
r25,reward,absent,block 1,69,2.472,1
r25,reward,heterogeneous,block 1,70,1.541,0
r25,reward,homogeneous,block 1,71,1.201,1
r25,reward,absent,block 1,72,1.272,1
r25,reward,homogeneous,block 1,73,0.782,1
r25,reward,heterogeneous,block 1,74,1.037,0
r25,reward,absent,block 1,75,0.991,1
r25,reward,absent,block 1,76,2.051,1
r25,reward,heterogeneous,block 1,77,0.879,0
r25,reward,heterogeneous,block 1,78,1.29,0
r25,reward,heterogeneous,block 1,79,1.215,0
r25,reward,homogeneous,block 1,80,0.91,1
r25,reward,absent,block 1,81,1.23,1
r25,reward,absent,block 1,82,0.951,1
r25,reward,absent,block 1,83,1.411,1
r25,reward,homogeneous,block 1,84,0.919,1
r25,reward,homogeneous,block 1,85,1.169,1
r25,reward,heterogeneous,block 1,86,0.912,0
r25,reward,absent,block 1,87,0.944,1
r25,reward,heterogeneous,block 1,88,1.659,0
r25,reward,absent,block 1,89,1.876,1
r25,reward,absent,block 1,90,2.382,0
r25,reward,homogeneous,block 1,91,0.698,1
r25,reward,homogeneous,block 1,92,0.775,1
r25,reward,heterogeneous,block 1,93,1.935,0
r25,reward,heterogeneous,block 1,94,1.039,0
r25,reward,absent,block 1,95,1.65,0
r25,reward,absent,block 1,96,1.966,1
r26,flat,homogeneous,block 1,1,1.301,1
r26,flat,absent,block 1,2,23.27,1
r26,flat,absent,block 1,3,35.034,1
r26,flat,homogeneous,block 1,4,1.151,1
r26,flat,heterogeneous,block 1,5,19.336,0
r26,flat,absent,block 1,6,27.023,1
r26,flat,absent,block 1,7,25.757,1
r26,flat,absent,block 1,8,25.926,1
r26,flat,heterogeneous,block 1,9,11.571,1
r26,flat,homogeneous,block 1,10,1.421,1
r26,flat,absent,block 1,11,25.72,1
r26,flat,absent,block 1,12,21.827,1
r26,flat,absent,block 1,13,20.717,1
r26,flat,absent,block 1,14,25.378,1
r26,flat,absent,block 1,15,29.271,1
r26,flat,absent,block 1,16,29.658,1
r26,flat,heterogeneous,block 1,17,29.2,0
r26,flat,homogeneous,block 1,18,1.381,1
r26,flat,absent,block 1,19,47.866,1
r26,flat,heterogeneous,block 1,20,26.38,1
r26,flat,absent,block 1,21,10.479,0
r26,flat,absent,block 1,22,2.431,0
r26,flat,absent,block 1,23,4.061,0
r26,flat,absent,block 1,24,35.833,1
r26,flat,heterogeneous,block 1,25,20.725,1
r26,flat,heterogeneous,block 1,26,11.044,1
r26,flat,absent,block 1,27,39.899,1
r26,flat,homogeneous,block 1,28,1.259,1
r26,flat,absent,block 1,29,45.894,1
r26,flat,heterogeneous,block 1,30,29.184,0
r26,flat,heterogeneous,block 1,31,26.587,0
r26,flat,absent,block 1,32,23.954,1
r26,flat,absent,block 1,33,27.651,1
r26,flat,absent,block 1,34,27.821,1
r26,flat,homogeneous,block 1,35,1.083,1
r26,flat,heterogeneous,block 1,36,6.082,1
r26,flat,absent,block 1,37,18.284,1
r26,flat,heterogeneous,block 1,38,21.829,0
r26,flat,homogeneous,block 1,40,1.733,1
r26,flat,homogeneous,block 1,41,1.417,1
r26,flat,homogeneous,block 1,42,1.55,1
r26,flat,homogeneous,block 1,43,1.525,1
r26,flat,heterogeneous,block 1,44,16.683,1
r26,flat,absent,block 1,45,22.888,1
r26,flat,absent,block 1,46,25.058,1
r26,flat,absent,block 1,47,22.356,1
r26,flat,heterogeneous,block 1,48,14.434,1
r26,flat,absent,block 1,49,32.672,1
r26,flat,homogeneous,block 1,50,1.022,1
r26,flat,absent,block 1,51,37.853,1
r26,flat,heterogeneous,block 1,52,7.171,1
r26,flat,absent,block 1,53,37.694,1
r26,flat,heterogeneous,block 1,54,26.004,0
r26,flat,absent,block 1,55,32.09,1
r26,flat,heterogeneous,block 1,56,23.597,0
r26,flat,heterogeneous,block 1,57,14.826,1
r26,flat,absent,block 1,58,30.91,1
r26,flat,absent,block 1,59,24.485,1
r26,flat,homogeneous,block 1,60,1.163,1
r26,flat,absent,block 1,61,18.145,1
r26,flat,homogeneous,block 1,62,0.908,1
r26,flat,absent,block 1,63,22.927,1
r26,flat,homogeneous,block 1,64,2.17,1
r26,flat,homogeneous,block 1,65,1.37,1
r26,flat,heterogeneous,block 1,66,26.277,0
r26,flat,absent,block 1,67,32.342,1
r26,flat,heterogeneous,block 1,68,27.319,0
r26,flat,absent,block 1,69,26.51,1
r26,flat,homogeneous,block 1,70,1.153,1
r26,flat,absent,block 1,71,30.857,1
r26,flat,absent,block 1,72,47.153,1
r26,flat,heterogeneous,block 1,73,21.784,1
r26,flat,heterogeneous,block 1,74,20.009,1
r26,flat,homogeneous,block 1,75,1.232,1
r26,flat,absent,block 1,76,43.163,1
r26,flat,absent,block 1,77,21.299,1
r26,flat,homogeneous,block 1,78,1.019,1
r26,flat,homogeneous,block 1,79,0.924,1
r26,flat,heterogeneous,block 1,80,3.825,1
r26,flat,homogeneous,block 1,81,1.073,1
r26,flat,absent,block 1,82,18.331,1
r26,flat,homogeneous,block 1,83,0.92,1
r26,flat,heterogeneous,block 1,84,39.322,0
r26,flat,absent,block 1,85,23.445,1
r26,flat,absent,block 1,86,20.704,1
r26,flat,absent,block 1,87,22.398,1
r26,flat,absent,block 1,88,19.483,1
r26,flat,absent,block 1,89,22.748,1
r26,flat,homogeneous,block 1,90,1.009,1
r26,flat,absent,block 1,91,20.868,1
r26,flat,heterogeneous,block 1,92,14.735,1
r26,flat,heterogeneous,block 1,93,12.195,1
r26,flat,absent,block 1,94,26.027,1
r26,flat,absent,block 1,95,22.958,1
r26,flat,homogeneous,block 1,96,2.638,1
r27,reward,absent,block 1,1,20.157,0
r27,reward,heterogeneous,block 1,2,8.284,1
r27,reward,absent,block 1,3,27.746,1
r27,reward,absent,block 1,4,37.97,1
r27,reward,absent,block 1,5,44.288,1
r27,reward,absent,block 1,6,20.737,1
r27,reward,homogeneous,block 1,7,3.131,1
r27,reward,absent,block 1,8,31.557,1
r27,reward,heterogeneous,block 1,9,12.962,1
r27,reward,homogeneous,block 1,10,2.032,1
r27,reward,absent,block 1,11,29.322,1
r27,reward,heterogeneous,block 1,12,15.018,1
r27,reward,heterogeneous,block 1,13,29.525,0
r27,reward,homogeneous,block 1,14,1.693,1
r27,reward,absent,block 1,15,25.187,1
r27,reward,absent,block 1,16,30.888,1
r27,reward,absent,block 1,17,17.543,1
r27,reward,heterogeneous,block 1,18,10.338,1
r27,reward,absent,block 1,19,31.538,1
r27,reward,homogeneous,block 1,20,2.66,1
r27,reward,absent,block 1,21,25.528,1
r27,reward,absent,block 1,22,20.214,1
r27,reward,heterogeneous,block 1,23,22.297,0
r27,reward,absent,block 1,24,28.34,1
r27,reward,absent,block 1,25,6.029,0
r27,reward,heterogeneous,block 1,26,21.184,0
r27,reward,absent,block 1,27,13.503,1
r27,reward,heterogeneous,block 1,28,9.014,1
r27,reward,homogeneous,block 1,29,1.282,1
r27,reward,absent,block 1,30,21.029,1
r27,reward,homogeneous,block 1,31,1.05,1
r27,reward,homogeneous,block 1,32,0.959,1
r27,reward,absent,block 1,33,15.954,1
r27,reward,homogeneous,block 1,34,1.42,1
r27,reward,absent,block 1,35,14.187,1
r27,reward,absent,block 1,36,8.713,1
r27,reward,homogeneous,block 1,37,1.173,1
r27,reward,absent,block 1,38,21.388,1
r27,reward,homogeneous,block 1,39,0.893,1
r27,reward,absent,block 1,40,17.106,1
r27,reward,homogeneous,block 1,41,1.019,1
r27,reward,heterogeneous,block 1,42,15.232,0
r27,reward,homogeneous,block 1,43,1.689,1
r27,reward,heterogeneous,block 1,44,18.721,0
r27,reward,absent,block 1,45,9.535,1
r27,reward,absent,block 1,46,8.321,1
r27,reward,absent,block 1,47,11.622,1
r27,reward,homogeneous,block 1,48,0.89,1
r27,reward,homogeneous,block 1,49,1.22,1
r27,reward,homogeneous,block 1,50,0.864,1
r27,reward,heterogeneous,block 1,51,14.222,0
r27,reward,heterogeneous,block 1,52,3.951,1
r27,reward,absent,block 1,53,16.423,1
r27,reward,absent,block 1,54,3.102,1
r27,reward,homogeneous,block 1,55,4.479,1
r27,reward,heterogeneous,block 1,56,7.111,1
r27,reward,heterogeneous,block 1,57,5.173,1
r27,reward,homogeneous,block 1,58,1.392,1
r27,reward,absent,block 1,59,15.173,1
r27,reward,absent,block 1,60,7.435,1
r27,reward,absent,block 1,61,13.264,1
r27,reward,heterogeneous,block 1,62,11.766,0
r27,reward,absent,block 1,63,12.985,0
r27,reward,absent,block 1,64,10.703,1
r27,reward,homogeneous,block 1,65,1.332,1
r27,reward,absent,block 1,66,15.297,1
r27,reward,homogeneous,block 1,67,1.013,1
r27,reward,absent,block 1,68,19.116,1
r27,reward,absent,block 1,69,8.712,1
r27,reward,absent,block 1,70,7.932,1
r27,reward,heterogeneous,block 1,71,13.274,0
r27,reward,heterogeneous,block 1,72,11.084,0
r27,reward,homogeneous,block 1,73,1.002,1
r27,reward,absent,block 1,74,15.874,1
r27,reward,absent,block 1,75,8.012,1
r27,reward,absent,block 1,76,11.634,1
r27,reward,heterogeneous,block 1,77,13.856,0
r27,reward,homogeneous,block 1,78,1.205,1
r27,reward,heterogeneous,block 1,79,6.961,0
r27,reward,homogeneous,block 1,80,0.891,1
r27,reward,absent,block 1,81,6.472,1
r27,reward,absent,block 1,82,12.195,1
r27,reward,homogeneous,block 1,83,0.821,1
r27,reward,absent,block 1,84,7.278,1
r27,reward,absent,block 1,85,5.308,1
r27,reward,absent,block 1,86,6.061,1
r27,reward,heterogeneous,block 1,87,3.719,1
r27,reward,heterogeneous,block 1,88,10.134,0
r27,reward,absent,block 1,89,5.837,1
r27,reward,homogeneous,block 1,90,2.029,1
r27,reward,absent,block 1,91,8.473,1
r27,reward,absent,block 1,92,5.9,1
r27,reward,heterogeneous,block 1,93,10.434,1
r27,reward,absent,block 1,94,11.473,1
r27,reward,heterogeneous,block 1,95,14.264,0
r27,reward,heterogeneous,block 1,96,3.762,1
r28,flat,absent,block 1,1,19.764,1
r28,flat,homogeneous,block 1,2,19.404,0
r28,flat,absent,block 1,3,14.482,0
r28,flat,heterogeneous,block 1,4,5.09,1
r28,flat,homogeneous,block 1,5,26.964,0
r28,flat,absent,block 1,6,24.578,1
r28,flat,absent,block 1,7,33.501,1
r28,flat,heterogeneous,block 1,8,14.996,1
r28,flat,heterogeneous,block 1,9,20.431,1
r28,flat,homogeneous,block 1,10,29.762,1
r28,flat,absent,block 1,11,31.951,1
r28,flat,heterogeneous,block 1,12,24.099,1
r28,flat,absent,block 1,13,32.181,1
r28,flat,heterogeneous,block 1,14,28.496,0
r28,flat,absent,block 1,15,36.478,1
r28,flat,absent,block 1,16,39.293,1
r28,flat,absent,block 1,17,34.582,1
r28,flat,absent,block 1,18,36.358,1
r28,flat,heterogeneous,block 1,19,11.345,1
r28,flat,absent,block 1,20,42.75,1
r28,flat,absent,block 1,21,37.824,1
r28,flat,homogeneous,block 1,22,2.306,1
r28,flat,homogeneous,block 1,23,1.591,1
r28,flat,absent,block 1,24,48.575,1
r28,flat,absent,block 1,25,38.728,1
r28,flat,absent,block 1,26,38.394,1
r28,flat,absent,block 1,27,39.022,1
r28,flat,heterogeneous,block 1,28,22.125,1
r28,flat,homogeneous,block 1,29,1.617,1
r28,flat,absent,block 1,30,38.353,1
r28,flat,homogeneous,block 1,31,1.675,1
r28,flat,absent,block 1,32,34.649,1
r28,flat,heterogeneous,block 1,33,13.894,1
r28,flat,homogeneous,block 1,34,1.195,1
r28,flat,homogeneous,block 1,35,1.585,1
r28,flat,homogeneous,block 1,36,1.569,1
r28,flat,absent,block 1,37,26.777,1
r28,flat,absent,block 1,38,35.537,1
r28,flat,homogeneous,block 1,39,1.583,1
r28,flat,homogeneous,block 1,40,1.135,1
r28,flat,heterogeneous,block 1,41,4.733,1
r28,flat,heterogeneous,block 1,42,21.936,1
r28,flat,absent,block 1,43,35.658,1
r28,flat,heterogeneous,block 1,44,16.893,1
r28,flat,heterogeneous,block 1,45,34.379,0
r28,flat,absent,block 1,46,41.589,1
r28,flat,absent,block 1,47,49.236,1
r28,flat,homogeneous,block 1,48,1.17,1
r28,flat,absent,block 1,49,41.075,1
r28,flat,absent,block 1,50,40.441,1
r28,flat,homogeneous,block 1,51,1.064,1
r28,flat,homogeneous,block 1,52,1.43,1
r28,flat,homogeneous,block 1,53,1.102,1
r28,flat,absent,block 1,54,34.689,1
r28,flat,absent,block 1,55,43.536,1
r28,flat,heterogeneous,block 1,56,14.813,1
r28,flat,homogeneous,block 1,57,0.999,1
r28,flat,homogeneous,block 1,58,1.194,1
r28,flat,absent,block 1,59,34.74,1
r28,flat,absent,block 1,60,31.56,1
r28,flat,absent,block 1,61,27.371,1
r28,flat,heterogeneous,block 1,62,33.759,1
r28,flat,heterogeneous,block 1,63,33.104,1
r28,flat,absent,block 1,64,33.822,1
r28,flat,absent,block 1,65,36.003,1
r28,flat,absent,block 1,66,42.278,1
r28,flat,homogeneous,block 1,67,1.388,1
r28,flat,absent,block 1,68,42.413,1
r28,flat,homogeneous,block 1,69,1.474,1
r28,flat,homogeneous,block 1,70,1.063,1
r28,flat,absent,block 1,71,34.212,1
r28,flat,heterogeneous,block 1,72,8.612,1
r28,flat,heterogeneous,block 1,73,25.28,1
r28,flat,absent,block 1,74,42.917,1
r28,flat,absent,block 1,75,37.963,1
r28,flat,heterogeneous,block 1,76,21.409,1
r28,flat,absent,block 1,77,46.226,1
r28,flat,heterogeneous,block 1,78,18.792,1
r28,flat,heterogeneous,block 1,79,18.138,1
r28,flat,absent,block 1,80,42.857,1
r28,flat,absent,block 1,81,35.296,1
r28,flat,absent,block 1,82,37.148,1
r28,flat,heterogeneous,block 1,83,38.093,0
r28,flat,absent,block 1,84,43.815,1
r28,flat,heterogeneous,block 1,85,2.852,1
r28,flat,absent,block 1,86,44.072,1
r28,flat,homogeneous,block 1,87,1.128,1
r28,flat,homogeneous,block 1,88,0.837,1
r28,flat,absent,block 1,89,37.592,1
r28,flat,homogeneous,block 1,90,1.073,1
r28,flat,absent,block 1,91,34.569,1
r28,flat,heterogeneous,block 1,92,27.127,1
r28,flat,absent,block 1,93,48.134,1
r28,flat,absent,block 1,94,38.102,1
r28,flat,absent,block 1,95,13.983,0
r28,flat,heterogeneous,block 1,96,26.225,1
r29,reward,absent,block 1,1,1.833,1
r29,reward,homogeneous,block 1,2,0.909,1
r29,reward,absent,block 1,3,2.25,1
r29,reward,absent,block 1,4,2.249,1
r29,reward,absent,block 1,5,3.583,1
r29,reward,absent,block 1,6,2.983,1
r29,reward,heterogeneous,block 1,7,2.22,0
r29,reward,heterogeneous,block 1,8,5.59,0
r29,reward,absent,block 1,9,7.937,1
r29,reward,heterogeneous,block 1,10,2.592,1
r29,reward,heterogeneous,block 1,11,4.534,0
r29,reward,heterogeneous,block 1,12,5.076,0
r29,reward,absent,block 1,13,7.883,1
r29,reward,absent,block 1,14,6.183,1
r29,reward,homogeneous,block 1,15,1.264,1
r29,reward,absent,block 1,16,6.332,1
r29,reward,homogeneous,block 1,17,1.117,1
r29,reward,absent,block 1,18,4.185,1
r29,reward,heterogeneous,block 1,19,5.974,0
r29,reward,heterogeneous,block 1,20,2.688,0
r29,reward,absent,block 1,21,6.209,1
r29,reward,heterogeneous,block 1,22,4.248,0
r29,reward,absent,block 1,23,4.336,1
r29,reward,homogeneous,block 1,24,1.09,1
r29,reward,absent,block 1,25,4.582,1
r29,reward,heterogeneous,block 1,26,6.504,0
r29,reward,absent,block 1,27,2.439,1
r29,reward,absent,block 1,28,5.619,1
r29,reward,homogeneous,block 1,29,1.279,1
r29,reward,homogeneous,block 1,30,1.013,1
r29,reward,heterogeneous,block 1,31,4.885,0
r29,reward,absent,block 1,32,4.92,1
r29,reward,homogeneous,block 1,33,1.124,1
r29,reward,homogeneous,block 1,34,0.937,1
r29,reward,absent,block 1,35,6.623,1
r29,reward,homogeneous,block 1,36,0.939,1
