condition	 subNum	 trialNo	 fixNo	 xFix	 yFix	 targSide	 easySide	 accuracy	 RT
tex	 7	 72	 7	 926	 735	 easy	 left	 1	 2.150
tex	 7	 72	 8	 1256	 842	 easy	 left	 1	 2.150
tex	 7	 73	 1	 971	 541	 easy	 right	 1	 1.500
tex	 7	 73	 2	 1015	 752	 easy	 right	 1	 1.500
tex	 7	 73	 3	 1033	 814	 easy	 right	 1	 1.500
tex	 7	 73	 4	 1030	 827	 easy	 right	 1	 1.500
tex	 7	 74	 1	 957	 547	 easy	 left	 1	 2.472
tex	 7	 74	 2	 1139	 756	 easy	 left	 1	 2.472
tex	 7	 74	 3	 654	 448	 easy	 left	 1	 2.472
tex	 7	 74	 4	 482	 343	 easy	 left	 1	 2.472
tex	 7	 74	 5	 450	 289	 easy	 left	 1	 2.472
tex	 7	 74	 6	 1117	 355	 easy	 left	 1	 2.472
tex	 7	 74	 7	 990	 170	 easy	 left	 1	 2.472
tex	 7	 74	 8	 1127	 601	 easy	 left	 1	 2.472
tex	 7	 74	 9	 1072	 862	 easy	 left	 1	 2.472
tex	 7	 74	 10	 1451	 815	 easy	 left	 1	 2.472
tex	 7	 75	 1	 963	 553	 hard	 left	 1	 0.895
tex	 7	 75	 2	 1082	 411	 hard	 left	 1	 0.895
tex	 7	 75	 3	 1072	 356	 hard	 left	 1	 0.895
tex	 7	 75	 4	 1082	 360	 hard	 left	 1	 0.895
tex	 7	 75	 5	 1251	 560	 hard	 left	 1	 0.895
tex	 7	 76	 1	 956	 543	 easy	 left	 1	 2.160
tex	 7	 76	 2	 935	 532	 easy	 left	 1	 2.160
tex	 7	 76	 3	 1006	 376	 easy	 left	 1	 2.160
tex	 7	 76	 4	 1267	 696	 easy	 left	 1	 2.160
tex	 7	 76	 5	 801	 654	 easy	 left	 1	 2.160
tex	 7	 76	 6	 1435	 512	 easy	 left	 1	 2.160
tex	 7	 76	 7	 1399	 454	 easy	 left	 1	 2.160
tex	 7	 76	 8	 1114	 872	 easy	 left	 1	 2.160
tex	 7	 76	 9	 737	 454	 easy	 left	 1	 2.160
tex	 7	 77	 1	 963	 556	 hard	 left	 1	 0.880
tex	 7	 77	 2	 1117	 584	 hard	 left	 1	 0.880
tex	 7	 77	 3	 1045	 600	 hard	 left	 1	 0.880
tex	 7	 78	 1	 956	 555	 hard	 right	 1	 1.699
tex	 7	 78	 2	 968	 560	 hard	 right	 1	 1.699
tex	 7	 78	 3	 844	 472	 hard	 right	 1	 1.699
tex	 7	 78	 4	 512	 471	 hard	 right	 1	 1.699
tex	 7	 78	 5	 1070	 414	 hard	 right	 1	 1.699
tex	 7	 78	 6	 1369	 397	 hard	 right	 1	 1.699
tex	 7	 78	 7	 910	 713	 hard	 right	 1	 1.699
tex	 7	 78	 8	 606	 891	 hard	 right	 1	 1.699
tex	 7	 79	 1	 959	 596	 easy	 left	 1	 0.756
tex	 7	 79	 2	 854	 468	 easy	 left	 1	 0.756
tex	 7	 80	 1	 956	 570	 hard	 right	 1	 2.695
tex	 7	 80	 2	 623	 518	 hard	 right	 1	 2.695
tex	 7	 80	 3	 1023	 518	 hard	 right	 1	 2.695
tex	 7	 80	 4	 732	 806	 hard	 right	 1	 2.695
tex	 7	 80	 5	 946	 311	 hard	 right	 1	 2.695
tex	 7	 80	 6	 1081	 399	 hard	 right	 1	 2.695
tex	 7	 80	 7	 707	 303	 hard	 right	 1	 2.695
tex	 7	 80	 8	 734	 280	 hard	 right	 1	 2.695
tex	 7	 80	 9	 733	 269	 hard	 right	 1	 2.695
tex	 7	 81	 1	 963	 531	 hard	 right	 1	 2.216
tex	 7	 81	 2	 958	 511	 hard	 right	 1	 2.216
tex	 7	 81	 3	 753	 449	 hard	 right	 1	 2.216
tex	 7	 81	 4	 646	 278	 hard	 right	 1	 2.216
tex	 7	 81	 5	 834	 353	 hard	 right	 1	 2.216
tex	 7	 81	 6	 602	 619	 hard	 right	 1	 2.216
tex	 7	 81	 7	 1189	 558	 hard	 right	 1	 2.216
tex	 7	 81	 8	 1039	 578	 hard	 right	 1	 2.216
tex	 7	 81	 9	 836	 669	 hard	 right	 1	 2.216
tex	 7	 82	 1	 963	 575	 easy	 right	 1	 1.002
tex	 7	 82	 2	 956	 563	 easy	 right	 1	 1.002
tex	 7	 82	 3	 1152	 263	 easy	 right	 1	 1.002
tex	 7	 82	 4	 1171	 255	 easy	 right	 1	 1.002
tex	 7	 83	 1	 974	 559	 easy	 right	 1	 2.865
tex	 7	 83	 2	 772	 439	 easy	 right	 1	 2.865
tex	 7	 83	 3	 624	 315	 easy	 right	 1	 2.865
tex	 7	 83	 4	 563	 647	 easy	 right	 1	 2.865
tex	 7	 83	 5	 578	 844	 easy	 right	 1	 2.865
tex	 7	 83	 6	 939	 759	 easy	 right	 1	 2.865
tex	 7	 83	 7	 1088	 488	 easy	 right	 1	 2.865
tex	 7	 83	 8	 1248	 386	 easy	 right	 1	 2.865
tex	 7	 83	 9	 1438	 672	 easy	 right	 1	 2.865
tex	 7	 83	 10	 548	 594	 easy	 right	 1	 2.865
tex	 7	 83	 11	 539	 473	 easy	 right	 1	 2.865
tex	 7	 83	 12	 483	 780	 easy	 right	 1	 2.865
tex	 7	 84	 1	 982	 575	 easy	 left	 1	 0.889
tex	 7	 84	 2	 614	 703	 easy	 left	 1	 0.889
tex	 7	 84	 3	 574	 724	 easy	 left	 1	 0.889
tex	 7	 84	 4	 569	 726	 easy	 left	 1	 0.889
tex	 7	 85	 1	 980	 562	 easy	 left	 1	 0.833
tex	 7	 85	 2	 952	 576	 easy	 left	 1	 0.833
tex	 7	 85	 3	 779	 313	 easy	 left	 1	 0.833
tex	 7	 85	 4	 758	 284	 easy	 left	 1	 0.833
tex	 7	 86	 1	 985	 570	 hard	 left	 1	 1.469
tex	 7	 86	 2	 1164	 517	 hard	 left	 1	 1.469
tex	 7	 86	 3	 702	 712	 hard	 left	 1	 1.469
tex	 7	 86	 4	 1378	 417	 hard	 left	 1	 1.469
tex	 7	 86	 5	 1404	 390	 hard	 left	 1	 1.469
tex	 7	 87	 1	 968	 568	 hard	 right	 1	 2.585
tex	 7	 87	 2	 722	 498	 hard	 right	 1	 2.585
tex	 7	 87	 3	 1030	 621	 hard	 right	 1	 2.585
tex	 7	 87	 4	 1339	 574	 hard	 right	 1	 2.585
tex	 7	 87	 5	 656	 685	 hard	 right	 1	 2.585
tex	 7	 87	 6	 677	 591	 hard	 right	 1	 2.585
tex	 7	 87	 7	 523	 421	 hard	 right	 1	 2.585
tex	 7	 87	 8	 867	 352	 hard	 right	 1	 2.585
tex	 7	 87	 9	 1218	 391	 hard	 right	 1	 2.585
tex	 7	 88	 1	 962	 553	 easy	 right	 1	 0.797
tex	 7	 88	 2	 1181	 554	 easy	 right	 1	 0.797
tex	 7	 88	 3	 1212	 559	 easy	 right	 1	 0.797
tex	 7	 89	 1	 981	 548	 hard	 right	 1	 0.847
tex	 7	 89	 2	 817	 369	 hard	 right	 1	 0.847
tex	 7	 89	 3	 783	 358	 hard	 right	 1	 0.847
tex	 7	 90	 1	 976	 567	 hard	 left	 0	 1.238
tex	 7	 90	 2	 970	 432	 hard	 left	 0	 1.238
tex	 7	 90	 3	 1262	 419	 hard	 left	 0	 1.238
tex	 7	 90	 4	 637	 470	 hard	 left	 0	 1.238
tex	 7	 90	 5	 1396	 773	 hard	 left	 0	 1.238
tex	 7	 91	 1	 976	 534	 easy	 left	 1	 0.859
tex	 7	 91	 2	 955	 510	 easy	 left	 1	 0.859
tex	 7	 91	 3	 559	 654	 easy	 left	 1	 0.859
tex	 7	 91	 4	 532	 674	 easy	 left	 1	 0.859
tex	 7	 92	 1	 965	 551	 easy	 right	 1	 1.941
tex	 7	 92	 2	 843	 490	 easy	 right	 1	 1.941
tex	 7	 92	 3	 920	 389	 easy	 right	 1	 1.941
tex	 7	 92	 4	 610	 453	 easy	 right	 1	 1.941
tex	 7	 92	 5	 451	 319	 easy	 right	 1	 1.941
tex	 7	 92	 6	 1299	 572	 easy	 right	 1	 1.941
tex	 7	 92	 7	 1269	 402	 easy	 right	 1	 1.941
tex	 7	 92	 8	 977	 381	 easy	 right	 1	 1.941
tex	 7	 92	 9	 903	 328	 easy	 right	 1	 1.941
tex	 7	 93	 1	 979	 550	 hard	 left	 1	 1.397
tex	 7	 93	 2	 1169	 471	 hard	 left	 1	 1.397
tex	 7	 93	 3	 1173	 420	 hard	 left	 1	 1.397
tex	 7	 93	 4	 1095	 781	 hard	 left	 1	 1.397
tex	 7	 93	 5	 1149	 873	 hard	 left	 1	 1.397
tex	 7	 93	 6	 1154	 908	 hard	 left	 1	 1.397
tex	 7	 94	 1	 974	 566	 hard	 left	 1	 1.899
tex	 7	 94	 2	 1066	 494	 hard	 left	 1	 1.899
tex	 7	 94	 3	 1277	 524	 hard	 left	 1	 1.899
tex	 7	 94	 4	 1437	 594	 hard	 left	 1	 1.899
tex	 7	 94	 5	 706	 655	 hard	 left	 1	 1.899
tex	 7	 94	 6	 569	 712	 hard	 left	 1	 1.899
tex	 7	 94	 7	 557	 466	 hard	 left	 1	 1.899
tex	 7	 94	 8	 982	 367	 hard	 left	 1	 1.899
tex	 7	 95	 1	 959	 562	 easy	 left	 1	 0.749
tex	 7	 95	 2	 552	 521	 easy	 left	 1	 0.749
tex	 7	 95	 3	 508	 523	 easy	 left	 1	 0.749
tex	 7	 95	 4	 1061	 571	 easy	 left	 1	 0.749
tex	 7	 96	 1	 961	 572	 hard	 left	 1	 1.235
tex	 7	 96	 2	 1166	 567	 hard	 left	 1	 1.235
tex	 7	 96	 3	 1425	 390	 hard	 left	 1	 1.235
tex	 7	 96	 4	 1410	 428	 hard	 left	 1	 1.235
tex	 8	 1	 1	 950	 545	 easy	 left	 0	 5.001
tex	 8	 1	 2	 795	 529	 easy	 left	 0	 5.001
tex	 8	 1	 3	 653	 504	 easy	 left	 0	 5.001
tex	 8	 1	 4	 537	 435	 easy	 left	 0	 5.001
tex	 8	 1	 5	 1020	 325	 easy	 left	 0	 5.001
tex	 8	 1	 6	 1000	 283	 easy	 left	 0	 5.001
tex	 8	 1	 7	 1203	 605	 easy	 left	 0	 5.001
tex	 8	 1	 8	 1356	 669	 easy	 left	 0	 5.001
tex	 8	 1	 9	 1335	 653	 easy	 left	 0	 5.001
tex	 8	 1	 10	 652	 648	 easy	 left	 0	 5.001
tex	 8	 1	 11	 586	 375	 easy	 left	 0	 5.001
tex	 8	 1	 12	 557	 422	 easy	 left	 0	 5.001
tex	 8	 1	 13	 595	 619	 easy	 left	 0	 5.001
tex	 8	 1	 14	 600	 800	 easy	 left	 0	 5.001
tex	 8	 2	 1	 942	 562	 easy	 left	 0	 5.001
tex	 8	 2	 2	 647	 436	 easy	 left	 0	 5.001
tex	 8	 2	 3	 575	 410	 easy	 left	 0	 5.001
tex	 8	 2	 4	 1103	 466	 easy	 left	 0	 5.001
tex	 8	 2	 5	 1236	 541	 easy	 left	 0	 5.001
tex	 8	 2	 6	 1257	 498	 easy	 left	 0	 5.001
tex	 8	 2	 7	 699	 519	 easy	 left	 0	 5.001
tex	 8	 2	 8	 599	 495	 easy	 left	 0	 5.001
tex	 8	 2	 9	 627	 489	 easy	 left	 0	 5.001
tex	 8	 2	 10	 1161	 520	 easy	 left	 0	 5.001
tex	 8	 2	 11	 1128	 490	 easy	 left	 0	 5.001
tex	 8	 2	 12	 787	 490	 easy	 left	 0	 5.001
tex	 8	 3	 1	 944	 563	 easy	 left	 0	 5.001
tex	 8	 3	 2	 766	 450	 easy	 left	 0	 5.001
tex	 8	 3	 3	 720	 473	 easy	 left	 0	 5.001
tex	 8	 3	 4	 740	 492	 easy	 left	 0	 5.001
tex	 8	 3	 5	 751	 486	 easy	 left	 0	 5.001
tex	 8	 3	 6	 1078	 543	 easy	 left	 0	 5.001
tex	 8	 3	 7	 1311	 587	 easy	 left	 0	 5.001
tex	 8	 3	 8	 1319	 354	 easy	 left	 0	 5.001
tex	 8	 3	 9	 1285	 243	 easy	 left	 0	 5.001
tex	 8	 3	 10	 1095	 237	 easy	 left	 0	 5.001
tex	 8	 3	 11	 608	 286	 easy	 left	 0	 5.001
tex	 8	 3	 12	 554	 736	 easy	 left	 0	 5.001
tex	 8	 3	 13	 583	 909	 easy	 left	 0	 5.001
tex	 8	 3	 14	 1191	 768	 easy	 left	 0	 5.001
tex	 8	 3	 15	 1340	 619	 easy	 left	 0	 5.001
tex	 8	 3	 16	 1394	 884	 easy	 left	 0	 5.001
tex	 8	 4	 1	 944	 569	 easy	 left	 0	 5.001
tex	 8	 4	 2	 754	 497	 easy	 left	 0	 5.001
tex	 8	 4	 3	 618	 450	 easy	 left	 0	 5.001
tex	 8	 4	 4	 785	 493	 easy	 left	 0	 5.001
tex	 8	 4	 5	 1017	 581	 easy	 left	 0	 5.001
tex	 8	 4	 6	 1265	 768	 easy	 left	 0	 5.001
tex	 8	 4	 7	 1361	 908	 easy	 left	 0	 5.001
tex	 8	 4	 8	 1168	 946	 easy	 left	 0	 5.001
tex	 8	 4	 9	 637	 910	 easy	 left	 0	 5.001
tex	 8	 4	 10	 522	 872	 easy	 left	 0	 5.001
tex	 8	 4	 11	 454	 863	 easy	 left	 0	 5.001
tex	 8	 4	 12	 542	 262	 easy	 left	 0	 5.001
tex	 8	 4	 13	 514	 221	 easy	 left	 0	 5.001
tex	 8	 4	 14	 1172	 247	 easy	 left	 0	 5.001
tex	 8	 4	 15	 1329	 219	 easy	 left	 0	 5.001
tex	 8	 4	 16	 1378	 200	 easy	 left	 0	 5.001
tex	 8	 4	 17	 686	 446	 easy	 left	 0	 5.001
tex	 8	 5	 1	 927	 543	 easy	 left	 0	 5.002
tex	 8	 5	 2	 779	 419	 easy	 left	 0	 5.002
tex	 8	 5	 3	 602	 417	 easy	 left	 0	 5.002
tex	 8	 5	 4	 550	 390	 easy	 left	 0	 5.002
tex	 8	 5	 5	 543	 366	 easy	 left	 0	 5.002
tex	 8	 5	 6	 555	 467	 easy	 left	 0	 5.002
tex	 8	 5	 7	 688	 469	 easy	 left	 0	 5.002
tex	 8	 5	 8	 1061	 480	 easy	 left	 0	 5.002
tex	 8	 5	 9	 1217	 462	 easy	 left	 0	 5.002
tex	 8	 5	 10	 1295	 472	 easy	 left	 0	 5.002
tex	 8	 5	 11	 1371	 512	 easy	 left	 0	 5.002
tex	 8	 5	 12	 1286	 505	 easy	 left	 0	 5.002
tex	 8	 5	 13	 623	 670	 easy	 left	 0	 5.002
tex	 8	 5	 14	 554	 719	 easy	 left	 0	 5.002
tex	 8	 6	 1	 937	 554	 easy	 left	 0	 5.001
tex	 8	 6	 2	 753	 539	 easy	 left	 0	 5.001
tex	 8	 6	 3	 682	 507	 easy	 left	 0	 5.001
tex	 8	 6	 4	 753	 487	 easy	 left	 0	 5.001
tex	 8	 6	 5	 1248	 540	 easy	 left	 0	 5.001
tex	 8	 6	 6	 1217	 323	 easy	 left	 0	 5.001
tex	 8	 6	 7	 1243	 242	 easy	 left	 0	 5.001
tex	 8	 6	 8	 675	 279	 easy	 left	 0	 5.001
tex	 8	 6	 9	 591	 345	 easy	 left	 0	 5.001
tex	 8	 6	 10	 583	 408	 easy	 left	 0	 5.001
tex	 8	 6	 11	 656	 579	 easy	 left	 0	 5.001
tex	 8	 6	 12	 813	 592	 easy	 left	 0	 5.001
tex	 8	 6	 13	 867	 591	 easy	 left	 0	 5.001
tex	 8	 6	 14	 1068	 627	 easy	 left	 0	 5.001
tex	 8	 7	 1	 931	 567	 easy	 left	 0	 5.001
tex	 8	 7	 2	 736	 474	 easy	 left	 0	 5.001
tex	 8	 7	 3	 686	 468	 easy	 left	 0	 5.001
tex	 8	 7	 4	 714	 468	 easy	 left	 0	 5.001
tex	 8	 7	 5	 695	 463	 easy	 left	 0	 5.001
tex	 8	 7	 6	 707	 445	 easy	 left	 0	 5.001
tex	 8	 7	 7	 686	 451	 easy	 left	 0	 5.001
tex	 8	 7	 8	 763	 467	 easy	 left	 0	 5.001
tex	 8	 7	 9	 931	 496	 easy	 left	 0	 5.001
tex	 8	 7	 10	 1030	 528	 easy	 left	 0	 5.001
tex	 8	 7	 11	 1163	 626	 easy	 left	 0	 5.001
tex	 8	 7	 12	 1254	 318	 easy	 left	 0	 5.001
tex	 8	 8	 1	 927	 554	 easy	 left	 0	 5.001
tex	 8	 8	 2	 744	 459	 easy	 left	 0	 5.001
tex	 8	 8	 3	 652	 454	 easy	 left	 0	 5.001
tex	 8	 8	 4	 662	 483	 easy	 left	 0	 5.001
tex	 8	 8	 5	 878	 596	 easy	 left	 0	 5.001
tex	 8	 8	 6	 1107	 615	 easy	 left	 0	 5.001
tex	 8	 8	 7	 996	 807	 easy	 left	 0	 5.001
tex	 8	 8	 8	 644	 818	 easy	 left	 0	 5.001
tex	 8	 8	 9	 612	 875	 easy	 left	 0	 5.001
tex	 8	 8	 10	 653	 290	 easy	 left	 0	 5.001
tex	 8	 8	 11	 812	 276	 easy	 left	 0	 5.001
tex	 8	 8	 12	 1104	 238	 easy	 left	 0	 5.001
tex	 8	 8	 13	 1189	 288	 easy	 left	 0	 5.001
tex	 8	 8	 14	 1308	 317	 easy	 left	 0	 5.001
tex	 8	 8	 15	 698	 370	 easy	 left	 0	 5.001
tex	 8	 8	 16	 624	 399	 easy	 left	 0	 5.001
tex	 8	 9	 1	 938	 567	 easy	 left	 0	 5.001
tex	 8	 9	 2	 902	 503	 easy	 left	 0	 5.001
tex	 8	 9	 3	 683	 430	 easy	 left	 0	 5.001
tex	 8	 9	 4	 523	 477	 easy	 left	 0	 5.001
tex	 8	 9	 5	 475	 525	 easy	 left	 0	 5.001
tex	 8	 9	 6	 454	 494	 easy	 left	 0	 5.001
tex	 8	 9	 7	 502	 334	 easy	 left	 0	 5.001
tex	 8	 9	 8	 492	 200	 easy	 left	 0	 5.001
tex	 8	 9	 9	 1252	 274	 easy	 left	 0	 5.001
tex	 8	 9	 10	 880	 634	 easy	 left	 0	 5.001
tex	 8	 9	 11	 939	 748	 easy	 left	 0	 5.001
tex	 8	 9	 12	 938	 901	 easy	 left	 0	 5.001
tex	 8	 9	 13	 939	 944	 easy	 left	 0	 5.001
tex	 8	 9	 14	 583	 920	 easy	 left	 0	 5.001
tex	 8	 9	 15	 507	 597	 easy	 left	 0	 5.001
tex	 8	 9	 16	 559	 232	 easy	 left	 0	 5.001
tex	 8	 10	 1	 926	 544	 easy	 left	 0	 5.001
tex	 8	 10	 2	 608	 436	 easy	 left	 0	 5.001
tex	 8	 10	 3	 541	 300	 easy	 left	 0	 5.001
tex	 8	 10	 4	 589	 252	 easy	 left	 0	 5.001
tex	 8	 10	 5	 634	 266	 easy	 left	 0	 5.001
tex	 8	 10	 6	 1030	 296	 easy	 left	 0	 5.001
tex	 8	 10	 7	 1101	 229	 easy	 left	 0	 5.001
tex	 8	 10	 8	 1078	 313	 easy	 left	 0	 5.001
tex	 8	 10	 9	 748	 613	 easy	 left	 0	 5.001
tex	 8	 10	 10	 1095	 659	 easy	 left	 0	 5.001
tex	 8	 10	 11	 1075	 682	 easy	 left	 0	 5.001
tex	 8	 10	 12	 701	 530	 easy	 left	 0	 5.001
tex	 8	 10	 13	 752	 563	 easy	 left	 0	 5.001
tex	 8	 10	 14	 755	 886	 easy	 left	 0	 5.001
tex	 8	 10	 15	 928	 945	 easy	 left	 0	 5.001
tex	 8	 11	 1	 963	 522	 undef	 left	 0	 2.651
tex	 8	 11	 2	 786	 413	 undef	 left	 0	 2.651
tex	 8	 11	 3	 602	 334	 undef	 left	 0	 2.651
tex	 8	 11	 4	 634	 789	 undef	 left	 0	 2.651
tex	 8	 11	 5	 656	 906	 undef	 left	 0	 2.651
tex	 8	 11	 6	 1155	 733	 undef	 left	 0	 2.651
tex	 8	 11	 7	 1167	 769	 undef	 left	 0	 2.651
tex	 8	 12	 1	 962	 524	 undef	 left	 1	 8.040
tex	 8	 12	 2	 922	 496	 undef	 left	 1	 8.040
tex	 8	 12	 3	 1047	 637	 undef	 left	 1	 8.040
tex	 8	 12	 4	 1069	 642	 undef	 left	 1	 8.040
tex	 8	 12	 5	 621	 661	 undef	 left	 1	 8.040
tex	 8	 12	 6	 1237	 774	 undef	 left	 1	 8.040
tex	 8	 12	 7	 752	 728	 undef	 left	 1	 8.040
tex	 8	 12	 8	 679	 643	 undef	 left	 1	 8.040
tex	 8	 12	 9	 754	 249	 undef	 left	 1	 8.040
tex	 8	 12	 10	 1093	 262	 undef	 left	 1	 8.040
tex	 8	 12	 11	 1096	 222	 undef	 left	 1	 8.040
tex	 8	 12	 12	 957	 347	 undef	 left	 1	 8.040
tex	 8	 12	 13	 889	 373	 undef	 left	 1	 8.040
tex	 8	 12	 14	 901	 444	 undef	 left	 1	 8.040
tex	 8	 12	 15	 867	 408	 undef	 left	 1	 8.040
tex	 8	 12	 16	 700	 366	 undef	 left	 1	 8.040
tex	 8	 12	 17	 940	 384	 undef	 left	 1	 8.040
tex	 8	 12	 18	 822	 473	 undef	 left	 1	 8.040
tex	 8	 12	 19	 1048	 544	 undef	 left	 1	 8.040
tex	 8	 12	 20	 1246	 739	 undef	 left	 1	 8.040
tex	 8	 12	 21	 1147	 811	 undef	 left	 1	 8.040
tex	 8	 12	 22	 1352	 842	 undef	 left	 1	 8.040
tex	 8	 13	 1	 966	 532	 undef	 left	 1	 10.785
tex	 8	 13	 2	 1228	 644	 undef	 left	 1	 10.785
tex	 8	 13	 3	 758	 645	 undef	 left	 1	 10.785
tex	 8	 13	 4	 528	 896	 undef	 left	 1	 10.785
tex	 8	 13	 5	 592	 362	 undef	 left	 1	 10.785
tex	 8	 13	 6	 1121	 485	 undef	 left	 1	 10.785
tex	 8	 13	 7	 1256	 827	 undef	 left	 1	 10.785
tex	 8	 13	 8	 1302	 769	 undef	 left	 1	 10.785
tex	 8	 13	 9	 1153	 689	 undef	 left	 1	 10.785
tex	 8	 13	 10	 1345	 896	 undef	 left	 1	 10.785
tex	 8	 13	 11	 1135	 854	 undef	 left	 1	 10.785
tex	 8	 13	 12	 1173	 895	 undef	 left	 1	 10.785
tex	 8	 13	 13	 1089	 560	 undef	 left	 1	 10.785
tex	 8	 13	 14	 1092	 608	 undef	 left	 1	 10.785
tex	 8	 13	 15	 1211	 429	 undef	 left	 1	 10.785
tex	 8	 13	 16	 1101	 796	 undef	 left	 1	 10.785
tex	 8	 13	 17	 1120	 796	 undef	 left	 1	 10.785
tex	 8	 13	 18	 1321	 322	 undef	 left	 1	 10.785
tex	 8	 13	 19	 1394	 212	 undef	 left	 1	 10.785
tex	 8	 13	 20	 1047	 286	 undef	 left	 1	 10.785
tex	 8	 13	 21	 1068	 391	 undef	 left	 1	 10.785
tex	 8	 13	 22	 1408	 518	 undef	 left	 1	 10.785
tex	 8	 13	 23	 1429	 493	 undef	 left	 1	 10.785
tex	 8	 13	 24	 1185	 568	 undef	 left	 1	 10.785
tex	 8	 13	 25	 1413	 745	 undef	 left	 1	 10.785
tex	 8	 13	 26	 1468	 842	 undef	 left	 1	 10.785
tex	 8	 13	 27	 1149	 870	 undef	 left	 1	 10.785
tex	 8	 13	 28	 1170	 879	 undef	 left	 1	 10.785
tex	 8	 13	 29	 1137	 562	 undef	 left	 1	 10.785
tex	 8	 13	 30	 655	 574	 undef	 left	 1	 10.785
tex	 8	 13	 31	 589	 512	 undef	 left	 1	 10.785
tex	 8	 13	 32	 637	 517	 undef	 left	 1	 10.785
tex	 8	 14	 1	 953	 531	 undef	 left	 1	 5.710
tex	 8	 14	 2	 737	 562	 undef	 left	 1	 5.710
tex	 8	 14	 3	 619	 311	 undef	 left	 1	 5.710
tex	 8	 14	 4	 518	 221	 undef	 left	 1	 5.710
tex	 8	 14	 5	 763	 612	 undef	 left	 1	 5.710
tex	 8	 14	 6	 661	 717	 undef	 left	 1	 5.710
tex	 8	 14	 7	 1196	 814	 undef	 left	 1	 5.710
tex	 8	 14	 8	 1103	 671	 undef	 left	 1	 5.710
tex	 8	 14	 9	 1391	 903	 undef	 left	 1	 5.710
tex	 8	 14	 10	 1413	 887	 undef	 left	 1	 5.710
tex	 8	 14	 11	 1193	 698	 undef	 left	 1	 5.710
tex	 8	 14	 12	 1183	 410	 undef	 left	 1	 5.710
tex	 8	 14	 13	 1054	 552	 undef	 left	 1	 5.710
tex	 8	 14	 14	 1369	 343	 undef	 left	 1	 5.710
tex	 8	 14	 15	 1256	 253	 undef	 left	 1	 5.710
tex	 8	 14	 16	 1133	 285	 undef	 left	 1	 5.710
tex	 8	 14	 17	 1094	 300	 undef	 left	 1	 5.710
tex	 8	 15	 1	 953	 532	 undef	 left	 1	 2.350
tex	 8	 15	 2	 841	 442	 undef	 left	 1	 2.350
tex	 8	 15	 3	 1276	 657	 undef	 left	 1	 2.350
tex	 8	 15	 4	 1317	 407	 undef	 left	 1	 2.350
tex	 8	 15	 5	 1405	 396	 undef	 left	 1	 2.350
tex	 8	 15	 6	 1348	 382	 undef	 left	 1	 2.350
tex	 8	 15	 7	 1381	 366	 undef	 left	 1	 2.350
tex	 8	 16	 1	 1016	 442	 undef	 left	 1	 1.205
tex	 8	 16	 2	 864	 457	 undef	 left	 1	 1.205
tex	 8	 16	 3	 844	 456	 undef	 left	 1	 1.205
tex	 8	 17	 1	 944	 534	 hard	 right	 1	 1.019
tex	 8	 17	 2	 784	 516	 hard	 right	 1	 1.019
tex	 8	 17	 3	 613	 449	 hard	 right	 1	 1.019
tex	 8	 17	 4	 595	 454	 hard	 right	 1	 1.019
tex	 8	 18	 1	 954	 518	 hard	 right	 0	 5.718
tex	 8	 18	 2	 778	 416	 hard	 right	 0	 5.718
tex	 8	 18	 3	 593	 423	 hard	 right	 0	 5.718
tex	 8	 18	 4	 988	 423	 hard	 right	 0	 5.718
tex	 8	 18	 5	 469	 384	 hard	 right	 0	 5.718
tex	 8	 18	 6	 428	 391	 hard	 right	 0	 5.718
tex	 8	 18	 7	 1225	 522	 hard	 right	 0	 5.718
tex	 8	 18	 8	 942	 730	 hard	 right	 0	 5.718
tex	 8	 18	 9	 1190	 390	 hard	 right	 0	 5.718
tex	 8	 18	 10	 1338	 827	 hard	 right	 0	 5.718
tex	 8	 18	 11	 788	 671	 hard	 right	 0	 5.718
tex	 8	 18	 12	 878	 719	 hard	 right	 0	 5.718
tex	 8	 18	 13	 915	 730	 hard	 right	 0	 5.718
tex	 8	 18	 14	 794	 271	 hard	 right	 0	 5.718
tex	 8	 18	 15	 691	 380	 hard	 right	 0	 5.718
tex	 8	 18	 16	 542	 832	 hard	 right	 0	 5.718
tex	 8	 18	 17	 448	 925	 hard	 right	 0	 5.718
tex	 8	 18	 18	 838	 937	 hard	 right	 0	 5.718
tex	 8	 18	 19	 874	 732	 hard	 right	 0	 5.718
tex	 8	 18	 20	 908	 736	 hard	 right	 0	 5.718
tex	 8	 19	 1	 956	 541	 easy	 right	 1	 1.020
tex	 8	 19	 2	 870	 497	 easy	 right	 1	 1.020
tex	 8	 19	 3	 1187	 326	 easy	 right	 1	 1.020
tex	 8	 19	 4	 1219	 321	 easy	 right	 1	 1.020
tex	 8	 20	 1	 957	 539	 hard	 right	 0	 8.254
tex	 8	 20	 2	 956	 430	 hard	 right	 0	 8.254
tex	 8	 20	 3	 830	 425	 hard	 right	 0	 8.254
tex	 8	 20	 4	 1178	 380	 hard	 right	 0	 8.254
tex	 8	 20	 5	 1158	 266	 hard	 right	 0	 8.254
tex	 8	 20	 6	 1190	 738	 hard	 right	 0	 8.254
tex	 8	 20	 7	 1133	 602	 hard	 right	 0	 8.254
tex	 8	 20	 8	 937	 633	 hard	 right	 0	 8.254
tex	 8	 20	 9	 887	 620	 hard	 right	 0	 8.254
tex	 8	 20	 10	 559	 859	 hard	 right	 0	 8.254
