condition	 subNum	 trialNo	 fixNo	 xFix	 xFixFlip	 yFix	 targSide	 easySide	 accuracy	 RT
tex	 7	 65	 6	 1389	 -429	 575	 hard	 left	 1	 2.880
tex	 7	 65	 7	 1152	 -192	 753	 hard	 left	 1	 2.880
tex	 7	 65	 8	 758	 202	 774	 hard	 left	 1	 2.880
tex	 7	 65	 9	 549	 411	 387	 hard	 left	 1	 2.880
tex	 7	 65	 10	 1049	 -89	 416	 hard	 left	 1	 2.880
tex	 7	 65	 11	 1306	 -346	 846	 hard	 left	 1	 2.880
tex	 7	 65	 12	 1146	 -186	 348	 hard	 left	 1	 2.880
tex	 7	 66	 1	 972	 12	 559	 hard	 right	 0	 1.945
tex	 7	 66	 2	 821	 -139	 631	 hard	 right	 0	 1.945
tex	 7	 66	 3	 1203	 243	 641	 hard	 right	 0	 1.945
tex	 7	 66	 4	 723	 -237	 747	 hard	 right	 0	 1.945
tex	 7	 66	 5	 641	 -319	 505	 hard	 right	 0	 1.945
tex	 7	 66	 6	 1272	 312	 342	 hard	 right	 0	 1.945
tex	 7	 66	 7	 598	 -362	 325	 hard	 right	 0	 1.945
tex	 7	 67	 1	 949	 -11	 562	 easy	 right	 1	 2.335
tex	 7	 67	 2	 800	 -160	 444	 easy	 right	 1	 2.335
tex	 7	 67	 3	 572	 -388	 264	 easy	 right	 1	 2.335
tex	 7	 67	 4	 647	 -313	 740	 easy	 right	 1	 2.335
tex	 7	 67	 5	 831	 -129	 814	 easy	 right	 1	 2.335
tex	 7	 67	 6	 1037	 77	 590	 easy	 right	 1	 2.335
tex	 7	 67	 7	 1254	 294	 421	 easy	 right	 1	 2.335
tex	 7	 67	 8	 891	 -69	 226	 easy	 right	 1	 2.335
tex	 7	 67	 9	 533	 -427	 285	 easy	 right	 1	 2.335
tex	 7	 68	 1	 960	 0	 559	 hard	 right	 1	 0.916
tex	 7	 68	 2	 746	 -214	 492	 hard	 right	 1	 0.916
tex	 7	 68	 3	 714	 -246	 286	 hard	 right	 1	 0.916
tex	 7	 68	 4	 739	 -221	 258	 hard	 right	 1	 0.916
tex	 7	 69	 1	 955	 5	 545	 easy	 left	 1	 4.266
tex	 7	 69	 2	 921	 39	 444	 easy	 left	 1	 4.266
tex	 7	 69	 3	 1117	 -157	 418	 easy	 left	 1	 4.266
tex	 7	 69	 4	 1268	 -308	 429	 easy	 left	 1	 4.266
tex	 7	 69	 5	 1061	 -101	 617	 easy	 left	 1	 4.266
tex	 7	 69	 6	 1258	 -298	 626	 easy	 left	 1	 4.266
tex	 7	 69	 7	 1436	 -476	 783	 easy	 left	 1	 4.266
tex	 7	 69	 8	 1325	 -365	 271	 easy	 left	 1	 4.266
tex	 7	 69	 9	 797	 163	 341	 easy	 left	 1	 4.266
tex	 7	 69	 10	 719	 241	 695	 easy	 left	 1	 4.266
tex	 7	 69	 11	 1076	 -116	 670	 easy	 left	 1	 4.266
tex	 7	 69	 12	 1253	 -293	 297	 easy	 left	 1	 4.266
tex	 7	 69	 13	 1365	 -405	 473	 easy	 left	 1	 4.266
tex	 7	 69	 14	 1474	 -514	 774	 easy	 left	 1	 4.266
tex	 7	 69	 15	 1017	 -57	 802	 easy	 left	 1	 4.266
tex	 7	 69	 16	 1031	 -71	 373	 easy	 left	 1	 4.266
tex	 7	 69	 17	 1093	 -133	 332	 easy	 left	 1	 4.266
tex	 7	 70	 1	 942	 -18	 546	 easy	 right	 1	 0.820
tex	 7	 70	 2	 947	 -13	 529	 easy	 right	 1	 0.820
tex	 7	 70	 3	 1346	 386	 726	 easy	 right	 1	 0.820
tex	 7	 71	 1	 975	 15	 544	 easy	 right	 0	 3.567
tex	 7	 71	 2	 758	 -202	 633	 easy	 right	 0	 3.567
tex	 7	 71	 3	 613	 -347	 597	 easy	 right	 0	 3.567
tex	 7	 71	 4	 534	 -426	 327	 easy	 right	 0	 3.567
tex	 7	 71	 5	 884	 -76	 425	 easy	 right	 0	 3.567
tex	 7	 71	 6	 515	 -445	 898	 easy	 right	 0	 3.567
tex	 7	 71	 7	 873	 -87	 847	 easy	 right	 0	 3.567
tex	 7	 71	 8	 1085	 125	 660	 easy	 right	 0	 3.567
tex	 7	 71	 9	 1298	 338	 428	 easy	 right	 0	 3.567
tex	 7	 71	 10	 770	 -190	 343	 easy	 right	 0	 3.567
tex	 7	 71	 11	 682	 -278	 296	 easy	 right	 0	 3.567
tex	 7	 71	 12	 954	 -6	 416	 easy	 right	 0	 3.567
tex	 7	 71	 13	 1312	 352	 733	 easy	 right	 0	 3.567
tex	 7	 71	 14	 1436	 476	 842	 easy	 right	 0	 3.567
tex	 7	 71	 15	 768	 -192	 512	 easy	 right	 0	 3.567
tex	 7	 72	 1	 958	 2	 546	 easy	 left	 1	 2.150
tex	 7	 72	 2	 1050	 -90	 532	 easy	 left	 1	 2.150
tex	 7	 72	 3	 1077	 -117	 649	 easy	 left	 1	 2.150
tex	 7	 72	 4	 1243	 -283	 603	 easy	 left	 1	 2.150
tex	 7	 72	 5	 1305	 -345	 295	 easy	 left	 1	 2.150
tex	 7	 72	 6	 643	 317	 433	 easy	 left	 1	 2.150
tex	 7	 72	 7	 926	 34	 735	 easy	 left	 1	 2.150
tex	 7	 72	 8	 1256	 -296	 842	 easy	 left	 1	 2.150
tex	 7	 73	 1	 971	 11	 541	 easy	 right	 1	 1.500
tex	 7	 73	 2	 1015	 55	 752	 easy	 right	 1	 1.500
tex	 7	 73	 3	 1033	 73	 814	 easy	 right	 1	 1.500
tex	 7	 73	 4	 1030	 70	 827	 easy	 right	 1	 1.500
tex	 7	 74	 1	 957	 3	 547	 easy	 left	 1	 2.472
tex	 7	 74	 2	 1139	 -179	 756	 easy	 left	 1	 2.472
tex	 7	 74	 3	 654	 306	 448	 easy	 left	 1	 2.472
tex	 7	 74	 4	 482	 478	 343	 easy	 left	 1	 2.472
tex	 7	 74	 5	 450	 510	 289	 easy	 left	 1	 2.472
tex	 7	 74	 6	 1117	 -157	 355	 easy	 left	 1	 2.472
tex	 7	 74	 7	 990	 -30	 170	 easy	 left	 1	 2.472
tex	 7	 74	 8	 1127	 -167	 601	 easy	 left	 1	 2.472
tex	 7	 74	 9	 1072	 -112	 862	 easy	 left	 1	 2.472
tex	 7	 74	 10	 1451	 -491	 815	 easy	 left	 1	 2.472
tex	 7	 75	 1	 963	 -3	 553	 hard	 left	 1	 0.895
tex	 7	 75	 2	 1082	 -122	 411	 hard	 left	 1	 0.895
tex	 7	 75	 3	 1072	 -112	 356	 hard	 left	 1	 0.895
tex	 7	 75	 4	 1082	 -122	 360	 hard	 left	 1	 0.895
tex	 7	 75	 5	 1251	 -291	 560	 hard	 left	 1	 0.895
tex	 7	 76	 1	 956	 4	 543	 easy	 left	 1	 2.160
tex	 7	 76	 2	 935	 25	 532	 easy	 left	 1	 2.160
tex	 7	 76	 3	 1006	 -46	 376	 easy	 left	 1	 2.160
tex	 7	 76	 4	 1267	 -307	 696	 easy	 left	 1	 2.160
tex	 7	 76	 5	 801	 159	 654	 easy	 left	 1	 2.160
tex	 7	 76	 6	 1435	 -475	 512	 easy	 left	 1	 2.160
tex	 7	 76	 7	 1399	 -439	 454	 easy	 left	 1	 2.160
tex	 7	 76	 8	 1114	 -154	 872	 easy	 left	 1	 2.160
tex	 7	 76	 9	 737	 223	 454	 easy	 left	 1	 2.160
tex	 7	 77	 1	 963	 -3	 556	 hard	 left	 1	 0.880
tex	 7	 77	 2	 1117	 -157	 584	 hard	 left	 1	 0.880
tex	 7	 77	 3	 1045	 -85	 600	 hard	 left	 1	 0.880
tex	 7	 78	 1	 956	 -4	 555	 hard	 right	 1	 1.699
tex	 7	 78	 2	 968	 8	 560	 hard	 right	 1	 1.699
tex	 7	 78	 3	 844	 -116	 472	 hard	 right	 1	 1.699
tex	 7	 78	 4	 512	 -448	 471	 hard	 right	 1	 1.699
tex	 7	 78	 5	 1070	 110	 414	 hard	 right	 1	 1.699
tex	 7	 78	 6	 1369	 409	 397	 hard	 right	 1	 1.699
tex	 7	 78	 7	 910	 -50	 713	 hard	 right	 1	 1.699
tex	 7	 78	 8	 606	 -354	 891	 hard	 right	 1	 1.699
tex	 7	 79	 1	 959	 1	 596	 easy	 left	 1	 0.756
tex	 7	 79	 2	 854	 106	 468	 easy	 left	 1	 0.756
tex	 7	 80	 1	 956	 -4	 570	 hard	 right	 1	 2.695
tex	 7	 80	 2	 623	 -337	 518	 hard	 right	 1	 2.695
tex	 7	 80	 3	 1023	 63	 518	 hard	 right	 1	 2.695
tex	 7	 80	 4	 732	 -228	 806	 hard	 right	 1	 2.695
tex	 7	 80	 5	 946	 -14	 311	 hard	 right	 1	 2.695
tex	 7	 80	 6	 1081	 121	 399	 hard	 right	 1	 2.695
tex	 7	 80	 7	 707	 -253	 303	 hard	 right	 1	 2.695
tex	 7	 80	 8	 734	 -226	 280	 hard	 right	 1	 2.695
tex	 7	 80	 9	 733	 -227	 269	 hard	 right	 1	 2.695
tex	 7	 81	 1	 963	 3	 531	 hard	 right	 1	 2.216
tex	 7	 81	 2	 958	 -2	 511	 hard	 right	 1	 2.216
tex	 7	 81	 3	 753	 -207	 449	 hard	 right	 1	 2.216
tex	 7	 81	 4	 646	 -314	 278	 hard	 right	 1	 2.216
tex	 7	 81	 5	 834	 -126	 353	 hard	 right	 1	 2.216
tex	 7	 81	 6	 602	 -358	 619	 hard	 right	 1	 2.216
tex	 7	 81	 7	 1189	 229	 558	 hard	 right	 1	 2.216
tex	 7	 81	 8	 1039	 79	 578	 hard	 right	 1	 2.216
tex	 7	 81	 9	 836	 -124	 669	 hard	 right	 1	 2.216
tex	 7	 82	 1	 963	 3	 575	 easy	 right	 1	 1.002
tex	 7	 82	 2	 956	 -4	 563	 easy	 right	 1	 1.002
tex	 7	 82	 3	 1152	 192	 263	 easy	 right	 1	 1.002
tex	 7	 82	 4	 1171	 211	 255	 easy	 right	 1	 1.002
tex	 7	 83	 1	 974	 14	 559	 easy	 right	 1	 2.865
tex	 7	 83	 2	 772	 -188	 439	 easy	 right	 1	 2.865
tex	 7	 83	 3	 624	 -336	 315	 easy	 right	 1	 2.865
tex	 7	 83	 4	 563	 -397	 647	 easy	 right	 1	 2.865
tex	 7	 83	 5	 578	 -382	 844	 easy	 right	 1	 2.865
tex	 7	 83	 6	 939	 -21	 759	 easy	 right	 1	 2.865
tex	 7	 83	 7	 1088	 128	 488	 easy	 right	 1	 2.865
tex	 7	 83	 8	 1248	 288	 386	 easy	 right	 1	 2.865
tex	 7	 83	 9	 1438	 478	 672	 easy	 right	 1	 2.865
tex	 7	 83	 10	 548	 -412	 594	 easy	 right	 1	 2.865
tex	 7	 83	 11	 539	 -421	 473	 easy	 right	 1	 2.865
tex	 7	 83	 12	 483	 -477	 780	 easy	 right	 1	 2.865
tex	 7	 84	 1	 982	 -22	 575	 easy	 left	 1	 0.889
tex	 7	 84	 2	 614	 346	 703	 easy	 left	 1	 0.889
tex	 7	 84	 3	 574	 386	 724	 easy	 left	 1	 0.889
tex	 7	 84	 4	 569	 391	 726	 easy	 left	 1	 0.889
tex	 7	 85	 1	 980	 -20	 562	 easy	 left	 1	 0.833
tex	 7	 85	 2	 952	 8	 576	 easy	 left	 1	 0.833
tex	 7	 85	 3	 779	 181	 313	 easy	 left	 1	 0.833
tex	 7	 85	 4	 758	 202	 284	 easy	 left	 1	 0.833
tex	 7	 86	 1	 985	 -25	 570	 hard	 left	 1	 1.469
tex	 7	 86	 2	 1164	 -204	 517	 hard	 left	 1	 1.469
tex	 7	 86	 3	 702	 258	 712	 hard	 left	 1	 1.469
tex	 7	 86	 4	 1378	 -418	 417	 hard	 left	 1	 1.469
tex	 7	 86	 5	 1404	 -444	 390	 hard	 left	 1	 1.469
tex	 7	 87	 1	 968	 8	 568	 hard	 right	 1	 2.585
tex	 7	 87	 2	 722	 -238	 498	 hard	 right	 1	 2.585
tex	 7	 87	 3	 1030	 70	 621	 hard	 right	 1	 2.585
tex	 7	 87	 4	 1339	 379	 574	 hard	 right	 1	 2.585
tex	 7	 87	 5	 656	 -304	 685	 hard	 right	 1	 2.585
tex	 7	 87	 6	 677	 -283	 591	 hard	 right	 1	 2.585
tex	 7	 87	 7	 523	 -437	 421	 hard	 right	 1	 2.585
tex	 7	 87	 8	 867	 -93	 352	 hard	 right	 1	 2.585
tex	 7	 87	 9	 1218	 258	 391	 hard	 right	 1	 2.585
tex	 7	 88	 1	 962	 2	 553	 easy	 right	 1	 0.797
tex	 7	 88	 2	 1181	 221	 554	 easy	 right	 1	 0.797
tex	 7	 88	 3	 1212	 252	 559	 easy	 right	 1	 0.797
tex	 7	 89	 1	 981	 21	 548	 hard	 right	 1	 0.847
tex	 7	 89	 2	 817	 -143	 369	 hard	 right	 1	 0.847
tex	 7	 89	 3	 783	 -177	 358	 hard	 right	 1	 0.847
tex	 7	 90	 1	 976	 -16	 567	 hard	 left	 0	 1.238
tex	 7	 90	 2	 970	 -10	 432	 hard	 left	 0	 1.238
tex	 7	 90	 3	 1262	 -302	 419	 hard	 left	 0	 1.238
tex	 7	 90	 4	 637	 323	 470	 hard	 left	 0	 1.238
tex	 7	 90	 5	 1396	 -436	 773	 hard	 left	 0	 1.238
tex	 7	 91	 1	 976	 -16	 534	 easy	 left	 1	 0.859
tex	 7	 91	 2	 955	 5	 510	 easy	 left	 1	 0.859
tex	 7	 91	 3	 559	 401	 654	 easy	 left	 1	 0.859
tex	 7	 91	 4	 532	 428	 674	 easy	 left	 1	 0.859
tex	 7	 92	 1	 965	 5	 551	 easy	 right	 1	 1.941
tex	 7	 92	 2	 843	 -117	 490	 easy	 right	 1	 1.941
tex	 7	 92	 3	 920	 -40	 389	 easy	 right	 1	 1.941
tex	 7	 92	 4	 610	 -350	 453	 easy	 right	 1	 1.941
tex	 7	 92	 5	 451	 -509	 319	 easy	 right	 1	 1.941
tex	 7	 92	 6	 1299	 339	 572	 easy	 right	 1	 1.941
tex	 7	 92	 7	 1269	 309	 402	 easy	 right	 1	 1.941
tex	 7	 92	 8	 977	 17	 381	 easy	 right	 1	 1.941
tex	 7	 92	 9	 903	 -57	 328	 easy	 right	 1	 1.941
tex	 7	 93	 1	 979	 -19	 550	 hard	 left	 1	 1.397
tex	 7	 93	 2	 1169	 -209	 471	 hard	 left	 1	 1.397
tex	 7	 93	 3	 1173	 -213	 420	 hard	 left	 1	 1.397
tex	 7	 93	 4	 1095	 -135	 781	 hard	 left	 1	 1.397
tex	 7	 93	 5	 1149	 -189	 873	 hard	 left	 1	 1.397
tex	 7	 93	 6	 1154	 -194	 908	 hard	 left	 1	 1.397
tex	 7	 94	 1	 974	 -14	 566	 hard	 left	 1	 1.899
tex	 7	 94	 2	 1066	 -106	 494	 hard	 left	 1	 1.899
tex	 7	 94	 3	 1277	 -317	 524	 hard	 left	 1	 1.899
tex	 7	 94	 4	 1437	 -477	 594	 hard	 left	 1	 1.899
tex	 7	 94	 5	 706	 254	 655	 hard	 left	 1	 1.899
tex	 7	 94	 6	 569	 391	 712	 hard	 left	 1	 1.899
tex	 7	 94	 7	 557	 403	 466	 hard	 left	 1	 1.899
tex	 7	 94	 8	 982	 -22	 367	 hard	 left	 1	 1.899
tex	 7	 95	 1	 959	 1	 562	 easy	 left	 1	 0.749
tex	 7	 95	 2	 552	 408	 521	 easy	 left	 1	 0.749
tex	 7	 95	 3	 508	 452	 523	 easy	 left	 1	 0.749
tex	 7	 95	 4	 1061	 -101	 571	 easy	 left	 1	 0.749
tex	 7	 96	 1	 961	 -1	 572	 hard	 left	 1	 1.235
tex	 7	 96	 2	 1166	 -206	 567	 hard	 left	 1	 1.235
tex	 7	 96	 3	 1425	 -465	 390	 hard	 left	 1	 1.235
tex	 7	 96	 4	 1410	 -450	 428	 hard	 left	 1	 1.235
tex	 8	 17	 1	 944	 -16	 534	 hard	 right	 1	 1.019
tex	 8	 17	 2	 784	 -176	 516	 hard	 right	 1	 1.019
tex	 8	 17	 3	 613	 -347	 449	 hard	 right	 1	 1.019
tex	 8	 17	 4	 595	 -365	 454	 hard	 right	 1	 1.019
tex	 8	 18	 1	 954	 -6	 518	 hard	 right	 0	 5.718
tex	 8	 18	 2	 778	 -182	 416	 hard	 right	 0	 5.718
tex	 8	 18	 3	 593	 -367	 423	 hard	 right	 0	 5.718
tex	 8	 18	 4	 988	 28	 423	 hard	 right	 0	 5.718
tex	 8	 18	 5	 469	 -491	 384	 hard	 right	 0	 5.718
tex	 8	 18	 6	 428	 -532	 391	 hard	 right	 0	 5.718
tex	 8	 18	 7	 1225	 265	 522	 hard	 right	 0	 5.718
tex	 8	 18	 8	 942	 -18	 730	 hard	 right	 0	 5.718
tex	 8	 18	 9	 1190	 230	 390	 hard	 right	 0	 5.718
tex	 8	 18	 10	 1338	 378	 827	 hard	 right	 0	 5.718
tex	 8	 18	 11	 788	 -172	 671	 hard	 right	 0	 5.718
tex	 8	 18	 12	 878	 -82	 719	 hard	 right	 0	 5.718
tex	 8	 18	 13	 915	 -45	 730	 hard	 right	 0	 5.718
tex	 8	 18	 14	 794	 -166	 271	 hard	 right	 0	 5.718
tex	 8	 18	 15	 691	 -269	 380	 hard	 right	 0	 5.718
tex	 8	 18	 16	 542	 -418	 832	 hard	 right	 0	 5.718
tex	 8	 18	 17	 448	 -512	 925	 hard	 right	 0	 5.718
tex	 8	 18	 18	 838	 -122	 937	 hard	 right	 0	 5.718
tex	 8	 18	 19	 874	 -86	 732	 hard	 right	 0	 5.718
tex	 8	 18	 20	 908	 -52	 736	 hard	 right	 0	 5.718
tex	 8	 19	 1	 956	 -4	 541	 easy	 right	 1	 1.020
tex	 8	 19	 2	 870	 -90	 497	 easy	 right	 1	 1.020
tex	 8	 19	 3	 1187	 227	 326	 easy	 right	 1	 1.020
tex	 8	 19	 4	 1219	 259	 321	 easy	 right	 1	 1.020
tex	 8	 20	 1	 957	 -3	 539	 hard	 right	 0	 8.254
tex	 8	 20	 2	 956	 -4	 430	 hard	 right	 0	 8.254
tex	 8	 20	 3	 830	 -130	 425	 hard	 right	 0	 8.254
tex	 8	 20	 4	 1178	 218	 380	 hard	 right	 0	 8.254
tex	 8	 20	 5	 1158	 198	 266	 hard	 right	 0	 8.254
tex	 8	 20	 6	 1190	 230	 738	 hard	 right	 0	 8.254
tex	 8	 20	 7	 1133	 173	 602	 hard	 right	 0	 8.254
tex	 8	 20	 8	 937	 -23	 633	 hard	 right	 0	 8.254
tex	 8	 20	 9	 887	 -73	 620	 hard	 right	 0	 8.254
tex	 8	 20	 10	 559	 -401	 859	 hard	 right	 0	 8.254
tex	 8	 20	 11	 492	 -468	 892	 hard	 right	 0	 8.254
tex	 8	 20	 12	 615	 -345	 365	 hard	 right	 0	 8.254
tex	 8	 20	 13	 716	 -244	 460	 hard	 right	 0	 8.254
tex	 8	 20	 14	 759	 -201	 420	 hard	 right	 0	 8.254
tex	 8	 20	 15	 547	 -413	 524	 hard	 right	 0	 8.254
tex	 8	 20	 16	 642	 -318	 234	 hard	 right	 0	 8.254
tex	 8	 20	 17	 827	 -133	 220	 hard	 right	 0	 8.254
tex	 8	 20	 18	 871	 -89	 538	 hard	 right	 0	 8.254
tex	 8	 20	 19	 820	 -140	 733	 hard	 right	 0	 8.254
tex	 8	 20	 20	 793	 -167	 733	 hard	 right	 0	 8.254
tex	 8	 20	 21	 927	 -33	 661	 hard	 right	 0	 8.254
tex	 8	 20	 22	 772	 -188	 731	 hard	 right	 0	 8.254
tex	 8	 20	 23	 922	 -38	 655	 hard	 right	 0	 8.254
tex	 8	 20	 24	 902	 -58	 667	 hard	 right	 0	 8.254
tex	 8	 20	 25	 861	 -99	 887	 hard	 right	 0	 8.254
tex	 8	 20	 26	 767	 -193	 833	 hard	 right	 0	 8.254
tex	 8	 20	 27	 550	 -410	 866	 hard	 right	 0	 8.254
tex	 8	 20	 28	 573	 -387	 425	 hard	 right	 0	 8.254
tex	 8	 21	 1	 968	 8	 532	 hard	 right	 1	 6.136
tex	 8	 21	 2	 826	 -134	 468	 hard	 right	 1	 6.136
tex	 8	 21	 3	 1193	 233	 409	 hard	 right	 1	 6.136
tex	 8	 21	 4	 1220	 260	 362	 hard	 right	 1	 6.136
tex	 8	 21	 5	 1251	 291	 347	 hard	 right	 1	 6.136
tex	 8	 21	 6	 1059	 99	 463	 hard	 right	 1	 6.136
tex	 8	 21	 7	 1039	 79	 429	 hard	 right	 1	 6.136
tex	 8	 21	 8	 937	 -23	 441	 hard	 right	 1	 6.136
tex	 8	 21	 9	 555	 -405	 487	 hard	 right	 1	 6.136
tex	 8	 21	 10	 442	 -518	 563	 hard	 right	 1	 6.136
tex	 8	 21	 11	 576	 -384	 230	 hard	 right	 1	 6.136
tex	 8	 21	 12	 657	 -303	 275	 hard	 right	 1	 6.136
tex	 8	 21	 13	 798	 -162	 253	 hard	 right	 1	 6.136
tex	 8	 21	 14	 909	 -51	 233	 hard	 right	 1	 6.136
tex	 8	 21	 15	 608	 -352	 291	 hard	 right	 1	 6.136
tex	 8	 21	 16	 642	 -318	 473	 hard	 right	 1	 6.136
tex	 8	 21	 17	 747	 -213	 619	 hard	 right	 1	 6.136
tex	 8	 21	 18	 553	 -407	 659	 hard	 right	 1	 6.136
tex	 8	 21	 19	 523	 -437	 710	 hard	 right	 1	 6.136
tex	 8	 22	 1	 942	 18	 524	 easy	 left	 1	 0.992
tex	 8	 22	 2	 805	 155	 502	 easy	 left	 1	 0.992
tex	 8	 22	 3	 901	 59	 626	 easy	 left	 1	 0.992
tex	 8	 22	 4	 883	 77	 637	 easy	 left	 1	 0.992
tex	 8	 23	 1	 954	 6	 525	 hard	 left	 1	 11.432
tex	 8	 23	 2	 859	 101	 549	 hard	 left	 1	 11.432
tex	 8	 23	 3	 954	 6	 596	 hard	 left	 1	 11.432
tex	 8	 23	 4	 980	 -20	 413	 hard	 left	 1	 11.432
tex	 8	 23	 5	 1242	 -282	 551	 hard	 left	 1	 11.432
tex	 8	 23	 6	 711	 249	 630	 hard	 left	 1	 11.432
tex	 8	 23	 7	 843	 117	 594	 hard	 left	 1	 11.432
tex	 8	 23	 8	 637	 323	 330	 hard	 left	 1	 11.432
tex	 8	 23	 9	 827	 133	 304	 hard	 left	 1	 11.432
tex	 8	 23	 10	 865	 95	 297	 hard	 left	 1	 11.432
tex	 8	 23	 11	 1305	 -345	 218	 hard	 left	 1	 11.432
tex	 8	 23	 12	 1027	 -67	 368	 hard	 left	 1	 11.432
tex	 8	 23	 13	 1071	 -111	 358	 hard	 left	 1	 11.432
tex	 8	 23	 14	 1313	 -353	 753	 hard	 left	 1	 11.432
tex	 8	 23	 15	 1218	 -258	 800	 hard	 left	 1	 11.432
tex	 8	 23	 16	 1346	 -386	 898	 hard	 left	 1	 11.432
tex	 8	 23	 17	 1246	 -286	 552	 hard	 left	 1	 11.432
tex	 8	 23	 18	 1352	 -392	 513	 hard	 left	 1	 11.432
tex	 8	 23	 19	 1258	 -298	 333	 hard	 left	 1	 11.432
tex	 8	 23	 20	 1276	 -316	 279	 hard	 left	 1	 11.432
tex	 8	 23	 21	 1194	 -234	 238	 hard	 left	 1	 11.432
tex	 8	 23	 22	 1438	 -478	 173	 hard	 left	 1	 11.432
tex	 8	 23	 23	 1112	 -152	 391	 hard	 left	 1	 11.432
tex	 8	 23	 24	 1055	 -95	 608	 hard	 left	 1	 11.432
tex	 8	 23	 25	 1042	 -82	 528	 hard	 left	 1	 11.432
tex	 8	 23	 26	 1365	 -405	 784	 hard	 left	 1	 11.432
tex	 8	 23	 27	 1440	 -480	 899	 hard	 left	 1	 11.432
tex	 8	 23	 28	 1283	 -323	 856	 hard	 left	 1	 11.432
tex	 8	 23	 29	 1094	 -134	 634	 hard	 left	 1	 11.432
tex	 8	 23	 30	 1165	 -205	 730	 hard	 left	 1	 11.432
tex	 8	 23	 31	 1293	 -333	 377	 hard	 left	 1	 11.432
tex	 8	 23	 32	 1312	 -352	 371	 hard	 left	 1	 11.432
tex	 8	 23	 33	 1244	 -284	 216	 hard	 left	 1	 11.432
tex	 8	 23	 34	 1022	 -62	 258	 hard	 left	 1	 11.432
tex	 8	 23	 35	 747	 213	 573	 hard	 left	 1	 11.432
tex	 8	 23	 36	 665	 295	 574	 hard	 left	 1	 11.432
tex	 8	 23	 37	 829	 131	 449	 hard	 left	 1	 11.432
tex	 8	 24	 1	 908	 52	 505	 easy	 left	 1	 0.858
tex	 8	 24	 2	 602	 358	 392	 easy	 left	 1	 0.858
tex	 8	 24	 3	 542	 418	 377	 easy	 left	 1	 0.858
tex	 8	 25	 1	 740	 -220	 405	 easy	 right	 1	 11.877
tex	 8	 25	 2	 951	 -9	 435	 easy	 right	 1	 11.877
tex	 8	 25	 3	 568	 -392	 379	 easy	 right	 1	 11.877
tex	 8	 25	 4	 529	 -431	 393	 easy	 right	 1	 11.877
tex	 8	 25	 5	 670	 -290	 826	 easy	 right	 1	 11.877
tex	 8	 25	 6	 594	 -366	 934	 easy	 right	 1	 11.877
tex	 8	 25	 7	 851	 -109	 893	 easy	 right	 1	 11.877
tex	 8	 25	 8	 1239	 279	 890	 easy	 right	 1	 11.877
tex	 8	 25	 9	 1278	 318	 655	 easy	 right	 1	 11.877
tex	 8	 25	 10	 945	 -15	 766	 easy	 right	 1	 11.877
tex	 8	 25	 11	 924	 -36	 788	 easy	 right	 1	 11.877
tex	 8	 25	 12	 1333	 373	 472	 easy	 right	 1	 11.877
tex	 8	 25	 13	 1174	 214	 337	 easy	 right	 1	 11.877
tex	 8	 25	 14	 1100	 140	 204	 easy	 right	 1	 11.877
tex	 8	 25	 15	 699	 -261	 262	 easy	 right	 1	 11.877
tex	 8	 25	 16	 894	 -66	 187	 easy	 right	 1	 11.877
tex	 8	 25	 17	 490	 -470	 283	 easy	 right	 1	 11.877
tex	 8	 25	 18	 452	 -508	 260	 easy	 right	 1	 11.877
tex	 8	 25	 19	 615	 -345	 493	 easy	 right	 1	 11.877
tex	 8	 25	 20	 819	 -141	 569	 easy	 right	 1	 11.877
tex	 8	 25	 21	 854	 -106	 448	 easy	 right	 1	 11.877
tex	 8	 25	 22	 908	 -52	 600	 easy	 right	 1	 11.877
tex	 8	 25	 23	 928	 -32	 654	 easy	 right	 1	 11.877
tex	 8	 25	 24	 667	 -293	 638	 easy	 right	 1	 11.877
tex	 8	 25	 25	 644	 -316	 807	 easy	 right	 1	 11.877
tex	 8	 25	 26	 462	 -498	 864	 easy	 right	 1	 11.877
tex	 8	 25	 27	 732	 -228	 850	 easy	 right	 1	 11.877
tex	 8	 25	 28	 844	 -116	 832	 easy	 right	 1	 11.877
tex	 8	 25	 29	 862	 -98	 909	 easy	 right	 1	 11.877
tex	 8	 25	 30	 575	 -385	 907	 easy	 right	 1	 11.877
tex	 8	 25	 31	 577	 -383	 338	 easy	 right	 1	 11.877
tex	 8	 25	 32	 651	 -309	 396	 easy	 right	 1	 11.877
tex	 8	 25	 33	 746	 -214	 196	 easy	 right	 1	 11.877
tex	 8	 25	 34	 864	 -96	 175	 easy	 right	 1	 11.877
tex	 8	 25	 35	 916	 -44	 177	 easy	 right	 1	 11.877
tex	 8	 25	 36	 843	 -117	 415	 easy	 right	 1	 11.877
tex	 8	 25	 37	 1256	 296	 517	 easy	 right	 1	 11.877
tex	 8	 25	 38	 1427	 467	 611	 easy	 right	 1	 11.877
tex	 8	 25	 39	 1013	 53	 606	 easy	 right	 1	 11.877
tex	 8	 25	 40	 943	 -17	 610	 easy	 right	 1	 11.877
tex	 8	 25	 41	 1254	 294	 746	 easy	 right	 1	 11.877
tex	 8	 25	 42	 1053	 93	 473	 easy	 right	 1	 11.877
tex	 8	 26	 1	 953	 7	 525	 hard	 left	 1	 0.929
tex	 8	 26	 2	 1027	 -67	 551	 hard	 left	 1	 0.929
