"condition","subj","trialNum","fixNo","xFix","xFixFlip","yFix","targSide","easySide","accuracy","RT","targetPre","trialType"
"6867","tex",11,56,1,968,8,525,"absent"," right",1,0.874,"absent","half"
"6868","tex",11,56,2,889,-71,587,"absent"," right",1,0.874,"absent","half"
"6869","tex",11,56,3,682,-278,747,"absent"," right",1,0.874,"absent","half"
"6870","tex",11,56,4,670,-290,474,"absent"," right",1,0.874,"absent","half"
"6871","tex",11,56,5,757,-203,475,"absent"," right",1,0.874,"absent","half"
"6872","tex",11,57,1,968,-8,538,"absent"," left",1,0.869,"absent","half"
"6873","tex",11,57,2,932,28,502,"absent"," left",1,0.869,"absent","half"
"6874","tex",11,57,3,1035,-75,546,"absent"," left",1,0.869,"absent","half"
"6875","tex",11,57,4,1337,-377,520,"absent"," left",1,0.869,"absent","half"
"6876","tex",11,57,5,1047,-87,616,"absent"," left",1,0.869,"absent","half"
"6877","tex",11,58,1,914,-46,516,"absent"," right",1,1.394,"absent","half"
"6878","tex",11,58,2,805,-155,517,"absent"," right",1,1.394,"absent","half"
"6879","tex",11,58,3,901,-59,620,"absent"," right",1,1.394,"absent","half"
"6880","tex",11,58,4,949,-11,632,"absent"," right",1,1.394,"absent","half"
"6881","tex",11,58,5,533,-427,422,"absent"," right",1,1.394,"absent","half"
"6882","tex",11,58,6,641,-319,751,"absent"," right",1,1.394,"absent","half"
"6883","tex",11,58,7,791,-169,752,"absent"," right",1,1.394,"absent","half"
"6884","tex",11,58,8,689,-271,439,"absent"," right",1,1.394,"absent","half"
"6885","tex",11,59,1,866,94,531," easy"," left",1,0.733,"present","half"
"6886","tex",11,59,2,597,363,688," easy"," left",1,0.733,"present","half"
"6887","tex",11,59,3,560,400,727," easy"," left",1,0.733,"present","half"
"6888","tex",11,60,1,949,11,536,"absent"," left",1,1.446,"absent","half"
"6889","tex",11,60,2,698,262,526,"absent"," left",1,1.446,"absent","half"
"6890","tex",11,60,3,844,116,599,"absent"," left",1,1.446,"absent","half"
"6891","tex",11,60,4,1221,-261,573,"absent"," left",1,1.446,"absent","half"
"6892","tex",11,60,5,1413,-453,646,"absent"," left",1,1.446,"absent","half"
"6893","tex",11,60,6,1225,-265,469,"absent"," left",1,1.446,"absent","half"
"6894","tex",11,61,1,939,21,524,"absent"," left",1,2.555,"absent","half"
"6895","tex",11,61,2,1026,-66,521,"absent"," left",1,2.555,"absent","half"
"6896","tex",11,61,3,1269,-309,568,"absent"," left",1,2.555,"absent","half"
"6897","tex",11,61,4,1098,-138,453,"absent"," left",1,2.555,"absent","half"
"6898","tex",11,61,5,1258,-298,660,"absent"," left",1,2.555,"absent","half"
"6899","tex",11,61,6,1021,-61,504,"absent"," left",1,2.555,"absent","half"
"6900","tex",11,61,7,1027,-67,488,"absent"," left",1,2.555,"absent","half"
"6901","tex",11,61,8,1232,-272,655,"absent"," left",1,2.555,"absent","half"
"6902","tex",11,61,9,1234,-274,334,"absent"," left",1,2.555,"absent","half"
"6903","tex",11,61,10,1326,-366,468,"absent"," left",1,2.555,"absent","half"
"6904","tex",11,62,1,951,-9,547," easy"," right",1,0.736,"present","half"
"6905","tex",11,62,2,1203,243,490," easy"," right",1,0.736,"present","half"
"6906","tex",11,62,3,1381,421,444," easy"," right",1,0.736,"present","half"
"6907","tex",11,62,4,1019,59,386," easy"," right",1,0.736,"present","half"
"6908","tex",11,63,1,960,0,528," easy"," right",1,0.672,"present","half"
"6909","tex",11,63,2,1260,300,646," easy"," right",1,0.672,"present","half"
"6910","tex",11,63,3,998,38,446," easy"," right",1,0.672,"present","half"
"6911","tex",11,64,1,954,-6,528," easy"," right",1,0.651,"present","half"
"6912","tex",11,64,2,916,-44,505," easy"," right",1,0.651,"present","half"
"6913","tex",11,64,3,1266,306,563," easy"," right",1,0.651,"present","half"
"6914","tex",11,64,4,1302,342,567," easy"," right",1,0.651,"present","half"
"6915","tex",11,64,5,930,-30,626," easy"," right",1,0.651,"present","half"
"6916","tex",11,65,1,955,5,528,"absent"," left",1,0.704,"absent","half"
"6917","tex",11,65,2,919,41,507,"absent"," left",1,0.704,"absent","half"
"6918","tex",11,65,3,1200,-240,484,"absent"," left",1,0.704,"absent","half"
"6919","tex",11,65,4,683,277,505,"absent"," left",1,0.704,"absent","half"
"6920","tex",11,65,5,1016,-56,618,"absent"," left",1,0.704,"absent","half"
"6921","tex",11,66,1,952,-8,527," hard"," right",0,0.833,"present","half"
"6922","tex",11,66,2,1089,129,523," hard"," right",0,0.833,"present","half"
"6923","tex",11,66,3,803,-157,539," hard"," right",0,0.833,"present","half"
"6924","tex",11,66,4,1098,138,483," hard"," right",0,0.833,"present","half"
"6925","tex",11,67,1,963,3,518,"absent"," right",1,1.619,"absent","half"
"6926","tex",11,67,2,840,-120,490,"absent"," right",1,1.619,"absent","half"
"6927","tex",11,67,3,1197,237,616,"absent"," right",1,1.619,"absent","half"
"6928","tex",11,67,4,758,-202,672,"absent"," right",1,1.619,"absent","half"
"6929","tex",11,67,5,894,-66,668,"absent"," right",1,1.619,"absent","half"
"6930","tex",11,67,6,853,-107,666,"absent"," right",1,1.619,"absent","half"
"6931","tex",11,67,7,617,-343,390,"absent"," right",1,1.619,"absent","half"
"6932","tex",11,68,1,927,-33,502," hard"," right",1,0.889,"present","half"
"6933","tex",11,68,2,832,-128,389," hard"," right",1,0.889,"present","half"
"6934","tex",11,68,3,772,-188,287," hard"," right",1,0.889,"present","half"
"6935","tex",11,69,1,952,8,518,"absent"," left",1,1.258,"absent","half"
"6936","tex",11,69,2,885,75,487,"absent"," left",1,1.258,"absent","half"
"6937","tex",11,69,3,973,-13,462,"absent"," left",1,1.258,"absent","half"
"6938","tex",11,69,4,1247,-287,511,"absent"," left",1,1.258,"absent","half"
"6939","tex",11,69,5,1348,-388,657,"absent"," left",1,1.258,"absent","half"
"6940","tex",11,69,6,1044,-84,679,"absent"," left",1,1.258,"absent","half"
"6941","tex",11,70,1,955,-5,517," easy"," right",1,0.678,"present","half"
"6942","tex",11,70,2,930,-30,524," easy"," right",1,0.678,"present","half"
"6943","tex",11,70,3,1273,313,601," easy"," right",1,0.678,"present","half"
"6944","tex",11,70,4,1361,401,657," easy"," right",1,0.678,"present","half"
"6945","tex",11,70,5,1054,94,475," easy"," right",1,0.678,"present","half"
"6946","tex",11,71,1,939,-21,530,"absent"," right",1,0.764,"absent","half"
"6947","tex",11,71,2,1059,99,564,"absent"," right",1,0.764,"absent","half"
"6948","tex",11,71,3,766,-194,506,"absent"," right",1,0.764,"absent","half"
"6949","tex",11,72,1,959,1,523,"absent"," left",1,1.427,"absent","half"
"6950","tex",11,72,2,908,52,505,"absent"," left",1,1.427,"absent","half"
"6951","tex",11,72,3,1141,-181,440,"absent"," left",1,1.427,"absent","half"
"6952","tex",11,72,4,832,128,354,"absent"," left",1,1.427,"absent","half"
"6953","tex",11,72,5,938,22,307,"absent"," left",1,1.427,"absent","half"
"6954","tex",11,72,6,994,-34,408,"absent"," left",1,1.427,"absent","half"
"6955","tex",11,73,1,955,-5,549," easy"," right",1,0.647,"present","half"
"6956","tex",11,73,2,938,-22,532," easy"," right",1,0.647,"present","half"
"6957","tex",11,73,3,1027,67,781," easy"," right",1,0.647,"present","half"
"6958","tex",11,73,4,1036,76,834," easy"," right",1,0.647,"present","half"
"6959","tex",11,73,5,1038,78,585," easy"," right",1,0.647,"present","half"
"6960","tex",11,74,1,958,2,526,"absent"," left",1,0.939,"absent","half"
"6961","tex",11,74,2,1053,-93,496,"absent"," left",1,0.939,"absent","half"
"6962","tex",11,74,3,1146,-186,761,"absent"," left",1,0.939,"absent","half"
"6963","tex",11,74,4,1020,-60,459,"absent"," left",1,0.939,"absent","half"
"6964","tex",11,75,1,958,2,517," hard"," left",1,1.014,"present","half"
"6965","tex",11,75,2,913,47,522," hard"," left",1,1.014,"present","half"
"6966","tex",11,75,3,1144,-184,512," hard"," left",1,1.014,"present","half"
"6967","tex",11,75,4,1151,-191,480," hard"," left",1,1.014,"present","half"
"6968","tex",11,75,5,1081,-121,386," hard"," left",1,1.014,"present","half"
"6969","tex",11,75,6,1074,-114,362," hard"," left",1,1.014,"present","half"
"6970","tex",11,76,1,953,7,535,"absent"," left",1,1.151,"absent","half"
"6971","tex",11,76,2,966,-6,364,"absent"," left",1,1.151,"absent","half"
"6972","tex",11,76,3,1283,-323,509,"absent"," left",1,1.151,"absent","half"
"6973","tex",11,76,4,1075,-115,766,"absent"," left",1,1.151,"absent","half"
"6974","tex",11,76,5,1057,-97,444,"absent"," left",1,1.151,"absent","half"
"6975","tex",11,77,1,942,18,526," hard"," left",1,0.952,"present","half"
"6976","tex",11,77,2,1032,-72,555," hard"," left",1,0.952,"present","half"
"6977","tex",11,77,3,981,-21,419," hard"," left",1,0.952,"present","half"
"6978","tex",11,77,4,1012,-52,548," hard"," left",1,0.952,"present","half"
"6979","tex",11,78,1,913,-47,512,"absent"," right",1,0.975,"absent","half"
"6980","tex",11,78,2,986,26,515,"absent"," right",1,0.975,"absent","half"
"6981","tex",11,78,3,679,-281,545,"absent"," right",1,0.975,"absent","half"
"6982","tex",11,78,4,867,-93,788,"absent"," right",1,0.975,"absent","half"
"6983","tex",11,78,5,680,-280,371,"absent"," right",1,0.975,"absent","half"
"6984","tex",11,79,1,947,13,527," easy"," left",1,0.643,"present","half"
"6985","tex",11,79,2,887,73,501," easy"," left",1,0.643,"present","half"
"6986","tex",11,79,3,861,99,477," easy"," left",1,0.643,"present","half"
"6987","tex",11,79,4,842,118,465," easy"," left",1,0.643,"present","half"
"6988","tex",11,80,1,942,-18,521," hard"," right",1,1.986,"present","half"
"6989","tex",11,80,2,817,-143,343," hard"," right",1,1.986,"present","half"
"6990","tex",11,80,3,742,-218,283," hard"," right",1,1.986,"present","half"
"6991","tex",11,80,4,715,-245,282," hard"," right",1,1.986,"present","half"
"6992","tex",11,80,5,739,-221,276," hard"," right",1,1.986,"present","half"
"6993","tex",11,81,1,947,-13,527,"absent"," right",1,1.047,"absent","half"
"6994","tex",11,81,2,883,-77,502,"absent"," right",1,1.047,"absent","half"
"6995","tex",11,81,3,825,-135,355,"absent"," right",1,1.047,"absent","half"
"6996","tex",11,81,4,723,-237,288,"absent"," right",1,1.047,"absent","half"
"6997","tex",11,81,5,878,-82,731,"absent"," right",1,1.047,"absent","half"
"6998","tex",11,81,6,819,-141,563,"absent"," right",1,1.047,"absent","half"
"6999","tex",11,82,1,951,-9,533," easy"," right",1,0.607,"present","half"
"7000","tex",11,82,2,917,-43,509," easy"," right",1,0.607,"present","half"
"7001","tex",11,82,3,1114,154,310," easy"," right",1,0.607,"present","half"
"7002","tex",11,82,4,1152,192,269," easy"," right",1,0.607,"present","half"
"7003","tex",11,83,1,949,-11,530,"absent"," right",1,0.628,"absent","half"
"7004","tex",11,83,2,917,-43,519,"absent"," right",1,0.628,"absent","half"
"7005","tex",11,83,3,865,-95,309,"absent"," right",1,0.628,"absent","half"
"7006","tex",11,83,4,669,-291,470,"absent"," right",1,0.628,"absent","half"
"7007","tex",11,84,1,959,1,515," easy"," left",1,0.664,"present","half"
"7008","tex",11,84,2,931,29,508," easy"," left",1,0.664,"present","half"
"7009","tex",11,84,3,584,376,659," easy"," left",1,0.664,"present","half"
"7010","tex",11,84,4,900,60,490," easy"," left",1,0.664,"present","half"
"7011","tex",11,85,1,956,4,527," easy"," left",1,0.72,"present","half"
"7012","tex",11,85,2,815,145,475," easy"," left",1,0.72,"present","half"
"7013","tex",11,85,3,774,186,318," easy"," left",1,0.72,"present","half"
"7014","tex",11,85,4,766,194,277," easy"," left",1,0.72,"present","half"
"7015","tex",11,86,1,891,69,486," hard"," left",1,1.485,"present","half"
"7016","tex",11,86,2,811,149,328," hard"," left",1,1.485,"present","half"
"7017","tex",11,86,3,1076,-116,448," hard"," left",1,1.485,"present","half"
"7018","tex",11,86,4,1360,-400,397," hard"," left",1,1.485,"present","half"
"7019","tex",11,86,5,1332,-372,385," hard"," left",1,1.485,"present","half"
"7020","tex",11,87,1,939,-21,534,"absent"," right",1,1.669,"absent","half"
"7021","tex",11,87,2,879,-81,485,"absent"," right",1,1.669,"absent","half"
"7022","tex",11,87,3,655,-305,410,"absent"," right",1,1.669,"absent","half"
"7023","tex",11,87,4,576,-384,354,"absent"," right",1,1.669,"absent","half"
"7024","tex",11,87,5,684,-276,340,"absent"," right",1,1.669,"absent","half"
"7025","tex",11,87,6,899,-61,377,"absent"," right",1,1.669,"absent","half"
"7026","tex",11,87,7,1007,47,563,"absent"," right",1,1.669,"absent","half"
"7027","tex",11,87,8,722,-238,633,"absent"," right",1,1.669,"absent","half"
"7028","tex",11,88,1,914,-46,520," easy"," right",1,0.769,"present","half"
"7029","tex",11,88,2,1156,196,512," easy"," right",1,0.769,"present","half"
"7030","tex",11,88,3,1193,233,532," easy"," right",1,0.769,"present","half"
"7031","tex",11,89,1,949,-11,540," hard"," right",1,0.763,"present","half"
"7032","tex",11,89,2,811,-149,385," hard"," right",1,0.763,"present","half"
"7033","tex",11,89,3,777,-183,366," hard"," right",1,0.763,"present","half"
"7034","tex",11,90,1,901,59,520," hard"," left",0,1.44,"present","half"
"7035","tex",11,90,2,1017,-57,395," hard"," left",0,1.44,"present","half"
"7036","tex",11,90,3,1201,-241,376," hard"," left",0,1.44,"present","half"
"7037","tex",11,90,4,1047,-87,254," hard"," left",0,1.44,"present","half"
"7038","tex",11,90,5,1146,-186,765," hard"," left",0,1.44,"present","half"
"7039","tex",11,90,6,1242,-282,587," hard"," left",0,1.44,"present","half"
"7040","tex",11,90,7,1330,-370,535," hard"," left",0,1.44,"present","half"
"7041","tex",11,91,1,954,6,519," easy"," left",1,0.881,"present","half"
"7042","tex",11,91,2,916,44,501," easy"," left",1,0.881,"present","half"
"7043","tex",11,91,3,547,413,643," easy"," left",1,0.881,"present","half"
"7044","tex",11,91,4,633,327,440," easy"," left",1,0.881,"present","half"
"7045","tex",11,91,5,561,399,669," easy"," left",1,0.881,"present","half"
"7046","tex",11,92,1,950,-10,539,"absent"," right",1,1.609,"absent","half"
"7047","tex",11,92,2,749,-211,519,"absent"," right",1,1.609,"absent","half"
"7048","tex",11,92,3,556,-404,370,"absent"," right",1,1.609,"absent","half"
"7049","tex",11,92,4,715,-245,645,"absent"," right",1,1.609,"absent","half"
"7050","tex",11,92,5,759,-201,480,"absent"," right",1,1.609,"absent","half"
"7051","tex",11,92,6,801,-159,456,"absent"," right",1,1.609,"absent","half"
"7052","tex",11,93,1,940,20,524," hard"," left",1,1.115,"present","half"
"7053","tex",11,93,2,975,-15,405," hard"," left",1,1.115,"present","half"
"7054","tex",11,93,3,1117,-157,660," hard"," left",1,1.115,"present","half"
"7055","tex",11,93,4,1142,-182,834," hard"," left",1,1.115,"present","half"
"7056","tex",11,93,5,1067,-107,525," hard"," left",1,1.115,"present","half"
"7057","tex",11,94,1,946,14,533,"absent"," left",1,2.268,"absent","half"
"7058","tex",11,94,2,956,4,396,"absent"," left",1,2.268,"absent","half"
"7059","tex",11,94,3,643,317,648,"absent"," left",1,2.268,"absent","half"
"7060","tex",11,94,4,1241,-281,627,"absent"," left",1,2.268,"absent","half"
"7061","tex",11,94,5,1228,-268,808,"absent"," left",1,2.268,"absent","half"
"7062","tex",11,94,6,1110,-150,545,"absent"," left",1,2.268,"absent","half"
"7063","tex",11,94,7,1508,-548,600,"absent"," left",1,2.268,"absent","half"
"7064","tex",11,94,8,1454,-494,604,"absent"," left",1,2.268,"absent","half"
"7065","tex",11,94,9,989,-29,395,"absent"," left",1,2.268,"absent","half"
"7066","tex",11,94,10,1005,-45,342,"absent"," left",1,2.268,"absent","half"
"7067","tex",11,95,1,949,11,518," easy"," left",1,0.823,"present","half"
"7068","tex",11,95,2,630,330,494," easy"," left",1,0.823,"present","half"
"7069","tex",11,95,3,520,440,504," easy"," left",1,0.823,"present","half"
"7070","tex",11,96,1,942,18,522," hard"," left",1,1.754,"present","half"
"7071","tex",11,96,2,970,-10,472," hard"," left",1,1.754,"present","half"
"7072","tex",11,96,3,897,63,731," hard"," left",1,1.754,"present","half"
"7073","tex",11,96,4,1103,-143,807," hard"," left",1,1.754,"present","half"
"7074","tex",11,96,5,1318,-358,529," hard"," left",1,1.754,"present","half"
"7075","tex",11,96,6,1264,-304,509," hard"," left",1,1.754,"present","half"
"7076","tex",11,96,7,1392,-432,439," hard"," left",1,1.754,"present","half"
"7077","tex",11,96,8,1375,-415,425," hard"," left",1,1.754,"present","half"
"7078","tex",12,17,1,948,-12,557," hard"," right",0,1.18,"present","half"
"7079","tex",12,17,2,627,-333,515," hard"," right",0,1.18,"present","half"
"7080","tex",12,17,3,832,-128,485," hard"," right",0,1.18,"present","half"
"7081","tex",12,17,4,725,-235,507," hard"," right",0,1.18,"present","half"
"7082","tex",12,17,5,623,-337,474," hard"," right",0,1.18,"present","half"
"7083","tex",12,17,6,608,-352,465," hard"," right",0,1.18,"present","half"
"7084","tex",12,18,1,963,3,545," hard"," right",1,1.563,"present","half"
"7085","tex",12,18,2,1040,80,500," hard"," right",1,1.563,"present","half"
"7086","tex",12,18,3,876,-84,545," hard"," right",1,1.563,"present","half"
"7087","tex",12,18,4,657,-303,699," hard"," right",1,1.563,"present","half"
"7088","tex",12,18,5,796,-164,772," hard"," right",1,1.563,"present","half"
"7089","tex",12,18,6,998,38,412," hard"," right",1,1.563,"present","half"
"7090","tex",12,18,7,904,-56,540," hard"," right",1,1.563,"present","half"
"7091","tex",12,19,1,979,19,542," easy"," right",1,0.873,"present","half"
"7092","tex",12,19,2,1199,239,382," easy"," right",1,0.873,"present","half"
"7093","tex",12,19,3,1248,288,291," easy"," right",1,0.873,"present","half"
"7094","tex",12,20,1,978,18,570," hard"," right",0,2.318,"present","half"
"7095","tex",12,20,2,1257,297,402," hard"," right",0,2.318,"present","half"
"7096","tex",12,20,3,1023,63,690," hard"," right",0,2.318,"present","half"
"7097","tex",12,20,4,766,-194,849," hard"," right",0,2.318,"present","half"
"7098","tex",12,20,5,654,-306,894," hard"," right",0,2.318,"present","half"
"7099","tex",12,20,6,674,-286,464," hard"," right",0,2.318,"present","half"
"7100","tex",12,20,7,792,-168,392," hard"," right",0,2.318,"present","half"
"7101","tex",12,20,8,888,-72,672," hard"," right",0,2.318,"present","half"
"7102","tex",12,20,9,1281,321,794," hard"," right",0,2.318,"present","half"
"7103","tex",12,20,10,1334,374,756," hard"," right",0,2.318,"present","half"
"7104","tex",12,20,11,1248,288,383," hard"," right",0,2.318,"present","half"
"7105","tex",12,20,12,821,-139,365," hard"," right",0,2.318,"present","half"
"7106","tex",12,21,1,949,-11,551," hard"," right",0,4.692,"present","half"
"7107","tex",12,21,2,1018,58,496," hard"," right",0,4.692,"present","half"
"7108","tex",12,21,3,950,-10,373," hard"," right",0,4.692,"present","half"
"7109","tex",12,21,4,881,-79,459," hard"," right",0,4.692,"present","half"
"7110","tex",12,21,5,737,-223,641," hard"," right",0,4.692,"present","half"
"7111","tex",12,21,6,632,-328,623," hard"," right",0,4.692,"present","half"
"7112","tex",12,21,7,581,-379,776," hard"," right",0,4.692,"present","half"
"7113","tex",12,21,8,1146,186,707," hard"," right",0,4.692,"present","half"
"7114","tex",12,21,9,1166,206,626," hard"," right",0,4.692,"present","half"
"7115","tex",12,21,10,1157,197,500," hard"," right",0,4.692,"present","half"
"7116","tex",12,21,11,1187,227,383," hard"," right",0,4.692,"present","half"
"7117","tex",12,21,12,1363,403,848," hard"," right",0,4.692,"present","half"
"7118","tex",12,21,13,949,-11,816," hard"," right",0,4.692,"present","half"
"7119","tex",12,21,14,794,-166,848," hard"," right",0,4.692,"present","half"
"7120","tex",12,21,15,761,-199,857," hard"," right",0,4.692,"present","half"
"7121","tex",12,21,16,906,-54,809," hard"," right",0,4.692,"present","half"
"7122","tex",12,21,17,730,-230,430," hard"," right",0,4.692,"present","half"
"7123","tex",12,21,18,683,-277,381," hard"," right",0,4.692,"present","half"
"7124","tex",12,21,19,723,-237,467," hard"," right",0,4.692,"present","half"
"7125","tex",12,21,20,805,-155,601," hard"," right",0,4.692,"present","half"
"7126","tex",12,21,21,1197,237,621," hard"," right",0,4.692,"present","half"
"7127","tex",12,21,22,1140,180,608," hard"," right",0,4.692,"present","half"
"7128","tex",12,21,23,1298,338,765," hard"," right",0,4.692,"present","half"
"7129","tex",12,21,24,812,-148,496," hard"," right",0,4.692,"present","half"
"7130","tex",12,22,1,960,0,542," easy"," left",1,1.033,"present","half"
"7131","tex",12,22,2,902,58,650," easy"," left",1,1.033,"present","half"
"7132","tex",12,22,3,893,67,642," easy"," left",1,1.033,"present","half"
"7133","tex",12,23,1,972,-12,567,"absent"," left",1,7.12,"absent","half"
"7134","tex",12,23,2,1096,-136,730,"absent"," left",1,7.12,"absent","half"
"7135","tex",12,23,3,1265,-305,674,"absent"," left",1,7.12,"absent","half"
"7136","tex",12,23,4,1020,-60,541,"absent"," left",1,7.12,"absent","half"
"7137","tex",12,23,5,926,34,576,"absent"," left",1,7.12,"absent","half"
"7138","tex",12,23,6,842,118,671,"absent"," left",1,7.12,"absent","half"
"7139","tex",12,23,7,688,272,603,"absent"," left",1,7.12,"absent","half"
"7140","tex",12,23,8,741,219,360,"absent"," left",1,7.12,"absent","half"
"7141","tex",12,23,9,1217,-257,651,"absent"," left",1,7.12,"absent","half"
"7142","tex",12,23,10,1180,-220,663,"absent"," left",1,7.12,"absent","half"
"7143","tex",12,23,11,1230,-270,805,"absent"," left",1,7.12,"absent","half"
"7144","tex",12,23,12,1139,-179,502,"absent"," left",1,7.12,"absent","half"
"7145","tex",12,23,13,1084,-124,519,"absent"," left",1,7.12,"absent","half"
"7146","tex",12,23,14,668,292,866,"absent"," left",1,7.12,"absent","half"
"7147","tex",12,23,15,881,79,854,"absent"," left",1,7.12,"absent","half"
"7148","tex",12,23,16,768,192,780,"absent"," left",1,7.12,"absent","half"
"7149","tex",12,23,17,935,25,805,"absent"," left",1,7.12,"absent","half"
"7150","tex",12,23,18,1353,-393,862,"absent"," left",1,7.12,"absent","half"
"7151","tex",12,23,19,1322,-362,916,"absent"," left",1,7.12,"absent","half"
"7152","tex",12,23,20,661,299,436,"absent"," left",1,7.12,"absent","half"
"7153","tex",12,23,21,841,119,629,"absent"," left",1,7.12,"absent","half"
"7154","tex",12,23,22,779,181,709,"absent"," left",1,7.12,"absent","half"
"7155","tex",12,23,23,1191,-231,688,"absent"," left",1,7.12,"absent","half"
"7156","tex",12,23,24,1302,-342,647,"absent"," left",1,7.12,"absent","half"
"7157","tex",12,23,25,1187,-227,608,"absent"," left",1,7.12,"absent","half"
"7158","tex",12,23,26,1153,-193,617,"absent"," left",1,7.12,"absent","half"
"7159","tex",12,23,27,691,269,725,"absent"," left",1,7.12,"absent","half"
"7160","tex",12,23,28,796,164,711,"absent"," left",1,7.12,"absent","half"
"7161","tex",12,23,29,856,104,591,"absent"," left",1,7.12,"absent","half"
"7162","tex",12,24,1,975,-15,547," easy"," left",1,1.362,"present","half"
"7163","tex",12,24,2,609,351,435," easy"," left",1,1.362,"present","half"
"7164","tex",12,24,3,551,409,373," easy"," left",1,1.362,"present","half"
"7165","tex",12,25,1,937,-23,574,"absent"," right",1,5.199,"absent","half"
"7166","tex",12,25,2,914,-46,502,"absent"," right",1,5.199,"absent","half"
"7167","tex",12,25,3,736,-224,469,"absent"," right",1,5.199,"absent","half"
"7168","tex",12,25,4,690,-270,824,"absent"," right",1,5.199,"absent","half"
"7169","tex",12,25,5,895,-65,755,"absent"," right",1,5.199,"absent","half"
"7170","tex",12,25,6,1182,222,783,"absent"," right",1,5.199,"absent","half"
"7171","tex",12,25,7,1349,389,611,"absent"," right",1,5.199,"absent","half"
"7172","tex",12,25,8,1040,80,758,"absent"," right",1,5.199,"absent","half"
"7173","tex",12,25,9,1219,259,770,"absent"," right",1,5.199,"absent","half"
"7174","tex",12,25,10,1216,256,470,"absent"," right",1,5.199,"absent","half"
"7175","tex",12,25,11,1263,303,820,"absent"," right",1,5.199,"absent","half"
"7176","tex",12,25,12,1318,358,444,"absent"," right",1,5.199,"absent","half"
"7177","tex",12,25,13,758,-202,660,"absent"," right",1,5.199,"absent","half"
"7178","tex",12,25,14,647,-313,838,"absent"," right",1,5.199,"absent","half"
"7179","tex",12,25,15,693,-267,815,"absent"," right",1,5.199,"absent","half"
"7180","tex",12,25,16,703,-257,384,"absent"," right",1,5.199,"absent","half"
"7181","tex",12,25,17,731,-229,494,"absent"," right",1,5.199,"absent","half"
"7182","tex",12,25,18,924,-36,654,"absent"," right",1,5.199,"absent","half"
"7183","tex",12,25,19,1129,169,381,"absent"," right",1,5.199,"absent","half"
"7184","tex",12,25,20,1264,304,303,"absent"," right",1,5.199,"absent","half"
"7185","tex",12,26,1,956,4,570," hard"," left",1,2.77,"present","half"
"7186","tex",12,26,2,964,-4,474," hard"," left",1,2.77,"present","half"
"7187","tex",12,26,3,1086,-126,627," hard"," left",1,2.77,"present","half"
"7188","tex",12,26,4,1057,-97,395," hard"," left",1,2.77,"present","half"
"7189","tex",12,26,5,802,158,672," hard"," left",1,2.77,"present","half"
"7190","tex",12,26,6,814,146,811," hard"," left",1,2.77,"present","half"
"7191","tex",12,26,7,1174,-214,765," hard"," left",1,2.77,"present","half"
"7192","tex",12,26,8,1232,-272,648," hard"," left",1,2.77,"present","half"
"7193","tex",12,26,9,1169,-209,573," hard"," left",1,2.77,"present","half"
"7194","tex",12,26,10,1336,-376,646," hard"," left",1,2.77,"present","half"
"7195","tex",12,26,11,1038,-78,634," hard"," left",1,2.77,"present","half"
"7196","tex",12,26,12,1020,-60,628," hard"," left",1,2.77,"present","half"
"7197","tex",12,27,1,954,-6,567,"absent"," right",1,2.49,"absent","half"
"7198","tex",12,27,2,930,-30,812,"absent"," right",1,2.49,"absent","half"
"7199","tex",12,27,3,839,-121,548,"absent"," right",1,2.49,"absent","half"
"7200","tex",12,27,4,695,-265,784,"absent"," right",1,2.49,"absent","half"
"7201","tex",12,27,5,876,-84,858,"absent"," right",1,2.49,"absent","half"
"7202","tex",12,27,6,793,-167,448,"absent"," right",1,2.49,"absent","half"
"7203","tex",12,27,7,1104,144,588,"absent"," right",1,2.49,"absent","half"
"7204","tex",12,27,8,1295,335,716,"absent"," right",1,2.49,"absent","half"
"7205","tex",12,27,9,1281,321,347,"absent"," right",1,2.49,"absent","half"
"7206","tex",12,27,10,627,-333,492,"absent"," right",1,2.49,"absent","half"
"7207","tex",12,27,11,715,-245,776,"absent"," right",1,2.49,"absent","half"
"7208","tex",12,28,1,992,-32,527," hard"," left",1,2.502,"present","half"
"7209","tex",12,28,2,832,128,564," hard"," left",1,2.502,"present","half"
"7210","tex",12,28,3,617,343,841," hard"," left",1,2.502,"present","half"
"7211","tex",12,28,4,1050,-90,439," hard"," left",1,2.502,"present","half"
"7212","tex",12,28,5,1175,-215,388," hard"," left",1,2.502,"present","half"
"7213","tex",12,28,6,945,15,449," hard"," left",1,2.502,"present","half"
"7214","tex",12,28,7,1256,-296,409," hard"," left",1,2.502,"present","half"
"7215","tex",12,28,8,1359,-399,513," hard"," left",1,2.502,"present","half"
"7216","tex",12,28,9,1317,-357,469," hard"," left",1,2.502,"present","half"
"7217","tex",12,28,10,1387,-427,496," hard"," left",1,2.502,"present","half"
"7218","tex",12,28,11,1376,-416,486," hard"," left",1,2.502,"present","half"
"7219","tex",12,29,1,961,-1,547,"absent"," left",1,6.671,"absent","half"
"7220","tex",12,29,2,1237,-277,389,"absent"," left",1,6.671,"absent","half"
"7221","tex",12,29,3,1035,-75,480,"absent"," left",1,6.671,"absent","half"
"7222","tex",12,29,4,1151,-191,459,"absent"," left",1,6.671,"absent","half"
"7223","tex",12,29,5,1191,-231,439,"absent"," left",1,6.671,"absent","half"
